player_name,stat,median_diff,games_win,games_loss
Jai Serong,marks,3,13,5
Jeremy Cameron,marks,3,28,14
Lachlan Cowan,marks,3,13,19
Malakai Champion,marks,3,2,8
Todd Marshall,marks,3,2,9
Tylar Young,marks,3,6,20
Will Setterfield,marks,3,5,15
Willem Duursma,marks,3,4,14
Zach Reid,marks,3,8,21
Blake Acres,marks,2.5,12,13
Blake Howes,marks,2.5,14,17
Hugh Jackson,marks,2.5,4,5
Jacob van Rooyen,marks,2.5,14,21
Jordan De Goey,marks,2.5,16,12
Liam Jones,marks,2.5,2,3
Michael Sellwood,marks,2.5,12,7
Tom Stewart,marks,2.5,26,11
Will Hayward,marks,2.5,19,20
Zach Guthrie,marks,2.5,30,15
Ben King,marks,2,23,21
Bradley Hill,marks,2,18,23
Braeden Campbell,marks,2,13,12
Brent Daniels,marks,2,9,7
Brodie Kemp,marks,2,10,14
Callum Ah Chee,marks,2,20,9
Changkuoth Jiath,marks,2,20,11
Connor Rozee,marks,2,10,13
Corey Durdin,marks,2,14,21
Daniel Curtin,marks,2,27,10
Dougal Howard,marks,2,4,5
Ed Langdon,marks,2,19,23
Edward Allan,marks,2,19,8
Ewan Mackinlay,marks,2,5,10
Finn Maginness,marks,2,10,7
Finn O'Sullivan,marks,2,11,25
Flynn Young,marks,2,6,5
Harrison Oliver,marks,2,3,2
Harry Dean,marks,2,8,8
Harry McKay,marks,2,13,16
Jack Bowes,marks,2,19,11
Jack Buller,marks,2,11,7
Jack Crisp,marks,2,28,15
Jack Macrae,marks,2,11,20
Jack Martin,marks,2,18,10
Jack Scrimshaw,marks,2,13,8
Jack Sinclair,marks,2,15,23
Jacob Bauer,marks,2,1,4
Jake Lever,marks,2,14,12
Jason Johannisen,marks,2,10,6
Jesse Hogan,marks,2,12,13
Jobe Shanahan,marks,2,4,24
Joel Hamling,marks,2,11,9
Josh Dolan,marks,2,10,8
Jye Amiss,marks,2,33,10
Kane Farrell,marks,2,12,22
Keidean Coleman,marks,2,6,7
Lachy Dovaston,marks,2,3,3
Logan Evans,marks,2,8,21
Luke Breust,marks,2,5,3
Luke Parker,marks,2,13,27
Marcus Bontempelli,marks,2,24,13
Mark Keane,marks,2,22,8
Mason Wood,marks,2,16,23
Matthew Carroll,marks,2,11,16
Matthew Jefferson,marks,2,8,11
Max Michalanney,marks,2,26,14
Mitch McGovern,marks,2,15,21
Nasiah Wanganeen-Milera,marks,2,17,21
Nathan O'Driscoll,marks,2,19,7
Neil Erasmus,marks,2,28,7
Patrick Lipinski,marks,2,27,13
Peter Wright,marks,2,6,27
Robert Hansen Jr,marks,2,3,9
Sam Banks,marks,2,5,31
Shai Bolton,marks,2,32,9
Shannon Neale,marks,2,29,15
Tobie Travaglia,marks,2,8,8
Toby Greene,marks,2,23,17
Tom Liberatore,marks,2,20,11
Tom Powell,marks,2,9,21
Ty Gallop,marks,2,16,7
Tyler Sonsie,marks,2,5,24
Will Hoskin-Elliott,marks,2,12,6
William Edwards,marks,2,9,4
Xavier Lindsay,marks,2,9,14
Zach Merrett,marks,2,8,33
Adam Cerra,marks,1.5,15,20
Alex Davies,marks,1.5,10,4
Archer Reid,marks,1.5,2,18
Archie Roberts,marks,1.5,8,32
Blake Hardwick,marks,1.5,30,14
Brodie Smith,marks,1.5,8,3
Caleb Poulter,marks,1.5,4,3
Charlie Dean,marks,1.5,2,2
Dante Visentini,marks,1.5,6,13
Dylan Moore,marks,1.5,29,14
Errol Gulden,marks,1.5,11,6
Ethan Read,marks,1.5,20,12
Harris Andrews,marks,1.5,30,12
Hugo Hall-Kahan,marks,1.5,5,2
Jack Darling,marks,1.5,12,27
Jack Lukosius,marks,1.5,6,9
Jacob Weitering,marks,1.5,12,21
Jade Gresham,marks,1.5,6,20
Jake Riccardi,marks,1.5,18,11
James O'Donnell,marks,1.5,25,12
Jayden Laverde,marks,1.5,8,23
Jeremy Finlayson,marks,1.5,2,6
Joel Amartey,marks,1.5,17,6
Joel Fitzgerald,marks,1.5,4,2
Jonty Faull,marks,1.5,6,20
Josh Kelly,marks,1.5,10,5
Jye Menzie,marks,1.5,4,6
Kysaiah Pickett,marks,1.5,19,20
Lachie Neale,marks,1.5,28,12
Lachlan Sholl,marks,1.5,3,2
Leonardo Lombard,marks,1.5,8,15
Logan McDonald,marks,1.5,13,4
Luke Cleary,marks,1.5,12,6
Luke Kennedy,marks,1.5,2,2
Luke McDonald,marks,1.5,11,20
Mykelti Lefau,marks,1.5,2,16
Ned Moyle,marks,1.5,5,10
Nic Martin,marks,1.5,6,10
Nick Blakey,marks,1.5,26,16
Nick Daicos,marks,1.5,28,14
Oscar McDonald,marks,1.5,11,2
Reilly O'Brien,marks,1.5,18,8
Rhett Bazzo,marks,1.5,2,15
Riley Thilthorpe,marks,1.5,27,14
Sam Clohesy,marks,1.5,14,9
Sam Marshall,marks,1.5,7,6
Tim English,marks,1.5,24,12
Tim Taranto,marks,1.5,6,33
Toby Pink,marks,1.5,8,13
Tom Gross,marks,1.5,1,8
Wade Derksen,marks,1.5,6,4
Will Lewis,marks,1.5,6,6
Aaron Cadman,marks,1,23,15
Aaron Naughton,marks,1,26,16
Aidan Corr,marks,1,7,14
Angus Hastie,marks,1,7,7
Archer Day-Wicks,marks,1,3,19
Archie Perkins,marks,1,5,29
Bailey Banfield,marks,1,15,6
Bailey Smith,marks,1,28,13
Ben Keays,marks,1,30,14
Ben Long,marks,1,22,19
Ben McKay,marks,1,7,18
Billy Frampton,marks,1,23,11
Bo Allan,marks,1,3,19
Bodhi Uwland,marks,1,23,21
Brad Close,marks,1,27,11
Brady Hough,marks,1,5,36
Brody Mihocek,marks,1,21,11
Bruce Reville,marks,1,23,7
Caiden Cleary,marks,1,9,11
Callum Brown,marks,1,21,15
Callum Coleman-Jones,marks,1,4,2
Cam Mackenzie,marks,1,19,9
Chad Warner,marks,1,26,16
Charlie Cameron,marks,1,30,13
Charlie Spargo,marks,1,10,15
Chayce Jones,marks,1,5,3
Christian Petracca,marks,1,14,26
Connor Macdonald,marks,1,29,13
Conor McKenna,marks,1,13,5
Conor Stone,marks,1,7,8
Corey Wagner,marks,1,23,7
Daniel Rioli,marks,1,20,16
Darcy Fogarty,marks,1,26,10
Darcy Moore,marks,1,16,9
Dylan Stephens,marks,1,13,27
Ed Richards,marks,1,25,16
George Hewett,marks,1,18,20
Griffin Logue,marks,1,7,21
Harley Reid,marks,1,5,33
Harry O'Farrell,marks,1,1,5
Harry Sheezel,marks,1,13,28
Harvey Harrison,marks,1,5,2
Harvey Langford,marks,1,19,22
Hayden McLean,marks,1,16,11
Hayden Young,marks,1,14,5
Hudson O'Keeffe,marks,1,5,3
Hugh Boxshall,marks,1,9,8
Hugh McCluggage,marks,1,26,12
Izak Rankine,marks,1,26,12
Jack Graham,marks,1,3,24
Jacob Newton,marks,1,2,3
Jake Kolodjashnij,marks,1,6,5
Jake Lloyd,marks,1,25,16
Jake Melksham,marks,1,10,15
Jake Rogers,marks,1,10,4
Jake Soligo,marks,1,29,13
Jake Stringer,marks,1,17,17
James Borlase,marks,1,11,5
James Harmes,marks,1,7,6
James Jordon,marks,1,26,16
James Peatling,marks,1,29,13
James Rowbottom,marks,1,26,16
James Sicily,marks,1,26,14
Jamie Elliott,marks,1,22,13
Jarman Impey,marks,1,29,11
Jarrod Berry,marks,1,27,10
Jarrod Witts,marks,1,20,16
Jase Burgoyne,marks,1,14,25
Jaspa Fletcher,marks,1,32,13
Jasper Alger,marks,1,1,11
Jaxon Prior,marks,1,8,33
Jhye Clark,marks,1,9,6
Joe Richards,marks,1,14,26
John Noble,marks,1,23,21
Josh Daicos,marks,1,28,15
Josh Dunkley,marks,1,32,13
Josh Lindsay,marks,1,3,9
Josh Sinn,marks,1,8,12
Josh Worrell,marks,1,29,14
Judd McVee,marks,1,22,13
Kade Chandler,marks,1,19,23
Kai Lohmann,marks,1,26,10
Koltyn Tholstrup,marks,1,16,12
Lachie Jaques,marks,1,6,2
Lachie Jones,marks,1,12,23
Lachlan Blakiston,marks,1,1,27
Lachlan McAndrew,marks,1,12,7
Latrelle Pickett,marks,1,11,5
Levi Ashcroft,marks,1,32,13
Liam Henry,marks,1,5,9
Lloyd Meek,marks,1,30,13
Malcolm Rosas,marks,1,15,4
Marcus Windhager,marks,1,18,24
Mark O'Connor,marks,1,28,13
Maurice Rioli,marks,1,3,19
Max Hall,marks,1,18,24
Max Ramsden,marks,1,4,2
Mitch Duncan,marks,1,7,2
Mitch Georgiades,marks,1,15,26
Murphy Reid,marks,1,33,10
Nathan Broad,marks,1,7,33
Ned Long,marks,1,27,14
Nick Haynes,marks,1,17,21
Nick Murray,marks,1,15,8
Oliver Florent,marks,1,16,19
Oliver Hollands,marks,1,12,22
Oskar Baker,marks,1,10,8
Patrick Dangerfield,marks,1,25,13
Riley Hamilton,marks,1,2,2
Rory Laird,marks,1,26,11
Rowan Marshall,marks,1,17,23
Ryley Sanders,marks,1,23,15
Sam Butler,marks,1,10,3
Sam Collins,marks,1,21,20
Sam Durham,marks,1,8,30
Sam Lalor,marks,1,3,17
Sam Switkowski,marks,1,29,7
Sam Taylor,marks,1,15,13
Sam Walsh,marks,1,16,17
Shaun Mannagh,marks,1,29,13
Sid Draper,marks,1,7,3
Steely Green,marks,1,5,31
Tim Membrey,marks,1,26,12
Toby McMullin,marks,1,8,9
Toby Nankervis,marks,1,5,25
Todd Goldstein,marks,1,3,13
Tom Atkins,marks,1,30,15
Tom De Koning,marks,1,16,22
Tom Hanily,marks,1,5,7
Tom McCarthy,marks,1,4,24
Tom McDonald,marks,1,9,14
Tyler Brockman,marks,1,1,19
Wayne Milera,marks,1,28,13
Wil Parker,marks,1,4,4
Will Ashcroft,marks,1,32,13
Willie Rioli,marks,1,9,10
Zac Bailey,marks,1,31,12
Zac Taylor,marks,1,23,11
Zac Williams,marks,1,10,18
Zak Butters,marks,1,14,23
Alex Cincotta,marks,0.5,2,3
Alex Neal-Bullen,marks,0.5,30,13
Archer May,marks,0.5,1,16
Bailey Dale,marks,0.5,24,16
Bailey Humphrey,marks,0.5,22,17
Beau McCreery,marks,0.5,25,12
Brandon Starcevich,marks,0.5,11,10
Brandon Zerk-Thatcher,marks,0.5,7,10
Brennan Cox,marks,0.5,30,9
Buku Khamis,marks,0.5,20,13
Caleb Serong,marks,0.5,30,10
Christian Salem,marks,0.5,10,18
Cody Curtin,marks,0.5,2,2
Cody Weightman,marks,0.5,4,2
Conor Nash,marks,0.5,21,10
Cooper Duff-Tytler,marks,0.5,2,10
Cooper Harvey,marks,0.5,4,10
Cooper Hynes,marks,0.5,17,8
Cooper Lord,marks,0.5,10,16
Darcy Gardiner,marks,0.5,18,8
Dylan Shiel,marks,0.5,4,10
Elliot Yeo,marks,0.5,4,13
Francis Evans,marks,0.5,12,15
George Stevens,marks,0.5,2,2
Harry Cunningham,marks,0.5,17,6
Harry Himmelberg,marks,0.5,24,19
Harry Perryman,marks,0.5,27,12
Henry Hustwaite,marks,0.5,4,1
Isaac Quaynor,marks,0.5,26,15
Jack Carroll,marks,0.5,6,9
Jack Gunston,marks,0.5,24,11
Jacob Konstanty,marks,0.5,10,22
Jake Waterman,marks,0.5,5,22
Jason Horne-Francis,marks,0.5,13,20
Jaxon Binns,marks,0.5,2,3
Jed Walter,marks,0.5,12,18
Jesse Motlop,marks,0.5,9,14
Jordan Clark,marks,0.5,33,10
Josaia Delana,marks,0.5,4,4
Josh Lai,marks,0.5,5,10
Justin McInerney,marks,0.5,20,10
Kamdyn McIntosh,marks,0.5,5,18
Lachie Fogarty,marks,0.5,8,14
Laitham Vandermeer,marks,0.5,12,8
Luke Pedlar,marks,0.5,12,7
Mani Liddy,marks,0.5,4,5
Mattaes Phillipou,marks,0.5,11,14
Matthew Kennedy,marks,0.5,26,16
Ollie Wines,marks,0.5,12,23
Orazio Fantasia,marks,0.5,2,4
Patrick Retschko,marks,0.5,2,12
Peter Ladhams,marks,0.5,6,6
Rhys Stanley,marks,0.5,16,4
Sam De Koning,marks,0.5,28,12
Sam Draper,marks,0.5,16,7
Tanner Bruhn,marks,0.5,9,8
Toby Bedford,marks,0.5,22,16
Tom Brown,marks,0.5,6,31
Tom Green,marks,0.5,15,8
Tom Lynch,marks,0.5,5,22
Tom McCartin,marks,0.5,22,14
Tom Papley,marks,0.5,16,9
Tyson Stengle,marks,0.5,18,6
Will McLachlan,marks,0.5,5,2
William Hayes,marks,0.5,5,2
Xavier Duursma,marks,0.5,8,32
Adam Saad,marks,0,9,15
Adam Treloar,marks,0,6,3
Aliir Aliir,marks,0,15,26
Alix Tauru,marks,0,3,5
Andrew McGrath,marks,0,8,31
Angus Anderson,marks,0,6,5
Arthur Jones,marks,0,12,6
Ashton Moir,marks,0,3,8
Bailey J. Williams,marks,0,3,28
Bailey Macdonald,marks,0,12,3
Bayley Fritsch,marks,0,16,23
Ben Ainsworth,marks,0,24,19
Ben Miller,marks,0,7,33
Bobby Hill,marks,0,11,3
Bodie Ryan,marks,0,1,4
Brayden Fiorini,marks,0,11,10
Brayden Maynard,marks,0,21,15
Brodie Grundy,marks,0,25,15
Caleb Daniel,marks,0,13,28
Callan Ward,marks,0,7,5
Callum Mills,marks,0,21,9
Calsher Dear,marks,0,8,5
Cam Rayner,marks,0,32,13
Cameron Zurhaar,marks,0,13,27
Charlie Curnow,marks,0,20,16
Christian Moraes,marks,0,8,15
Clayton Oliver,marks,0,14,27
Connor Budarick,marks,0,21,11
Connor O'Sullivan,marks,0,29,15
Cooper Sharman,marks,0,16,23
Cooper Trembath,marks,0,9,13
Corey Warner,marks,0,10,9
Dan Butler,marks,0,6,8
Dane Rampe,marks,0,19,14
Daniel Turner,marks,0,16,19
Darcy Byrne-Jones,marks,0,14,27
Darcy Fort,marks,0,27,11
Darcy Jones,marks,0,15,8
Darcy Tucker,marks,0,1,6
Darcy Wilson,marks,0,14,22
Elijah Hewett,marks,0,1,25
Elijah Hollands,marks,0,4,7
Finn Callaghan,marks,0,22,18
George Wardlaw,marks,0,11,14
Hamish Davis,marks,0,4,23
Harrison Petty,marks,0,15,19
Harry Sharp,marks,0,18,19
Harvey Thomas,marks,0,19,17
Heath Chapman,marks,0,33,9
Hugo Garcia,marks,0,16,20
Isaac Heeney,marks,0,25,15
Jack Higgins,marks,0,16,20
Jack Payne,marks,0,8,4
Jack Ross,marks,0,7,31
Jack Steele,marks,0,20,21
Jackson Mead,marks,0,11,18
Jacob Hopper,marks,0,7,28
Jagga Smith,marks,0,9,10
Jake Bowey,marks,0,14,20
James Tunstill,marks,0,10,4
James Worpel,marks,0,18,11
Jed McEntee,marks,0,1,5
Jedd Busslinger,marks,0,10,4
Jeremy Howe,marks,0,24,10
Joel Freijah,marks,0,26,16
Joel Jeffrey,marks,0,23,20
Jordan Dawson,marks,0,28,13
Jordan Ridley,marks,0,6,11
Jordon Sweet,marks,0,14,23
Josh Goater,marks,0,1,3
Josh Treacy,marks,0,33,10
Josh Weddle,marks,0,23,10
Jy Farrar,marks,0,7,3
Jy Simpkin,marks,0,13,26
Jye Caldwell,marks,0,5,20
Lachie Weller,marks,0,20,10
Lachlan Bramble,marks,0,26,16
Lachlan Sullivan,marks,0,12,3
Leek Aleer,marks,0,12,8
Liam O'Connell,marks,0,8,8
Logan Morris,marks,0,31,12
Luke Davies-Uniacke,marks,0,13,27
Luke Jackson,marks,0,31,9
Mark Blicavs,marks,0,25,15
Mason Redman,marks,0,7,24
Massimo D'Ambrosio,marks,0,30,14
Matthew Cottrell,marks,0,7,7
Matthew Johnson,marks,0,28,8
Max Gawn,marks,0,19,23
Max Holmes,marks,0,29,15
Miles Bergman,marks,0,12,19
Mitch Knevitt,marks,0,5,4
Mitch Owens,marks,0,15,20
Mitchell Edwards,marks,0,10,5
Ned Reeves,marks,0,10,4
Nic Newman,marks,0,8,8
Nick Bryan,marks,0,3,11
Nick Holman,marks,0,11,11
Nick Watson,marks,0,28,13
Noah Answerth,marks,0,20,7
Noah Balta,marks,0,4,26
Oisin Mullin,marks,0,29,15
Oleg Markov,marks,0,5,3
Oliver Dempsey,marks,0,30,15
Oliver Henry,marks,0,19,14
Ollie Lord,marks,0,5,11
Oscar Allen,marks,0,5,15
Paddy Cross,marks,0,5,5
Patrick Cripps,marks,0,18,24
Paul Curtis,marks,0,10,25
Phoenix Gothard,marks,0,7,9
Rhylee West,marks,0,26,15
Riley Garcia,marks,0,5,3
Riley Hardeman,marks,0,4,16
Roan Steele,marks,0,10,9
Ryan Byrnes,marks,0,12,16
Ryan Lester,marks,0,30,10
Ryan Maric,marks,0,3,30
Sam Berry,marks,0,27,11
Sam Darcy,marks,0,15,8
Sam Davidson,marks,0,17,14
Sam Docherty,marks,0,4,11
Sam Flanders,marks,0,19,16
Sam Powell-Pepper,marks,0,7,9
Sam Wicks,marks,0,24,12
Scott Pendlebury,marks,0,23,13
Seth Campbell,marks,0,7,34
Steele Sidebottom,marks,0,25,14
Taj Hotton,marks,0,2,11
Talor Byrne,marks,0,7,7
Taylor Duryea,marks,0,3,2
Taylor Walker,marks,0,24,12
Thomas Sims,marks,0,3,8
Toby Murray,marks,0,9,3
Tom Barrass,marks,0,27,12
Tom Blamires,marks,0,7,7
Tom Cochrane,marks,0,3,3
Tom Sparrow,marks,0,19,22
Touk Miller,marks,0,22,20
Trent Rivers,marks,0,14,21
Wil Powell,marks,0,23,19
Willem Drew,marks,0,15,27
William McCabe,marks,0,3,1
Xavier O'Halloran,marks,0,19,15
Zac Banch,marks,0,1,7
Zane Duursma,marks,0,9,15
Zeke Uwland,marks,0,5,11
Andrew Brayshaw,marks,-0.5,33,10
Angus Sheldrick,marks,-0.5,24,13
Ben Hobbs,marks,-0.5,6,12
Darcy Wilmot,marks,-0.5,32,13
Flynn Perez,marks,-0.5,5,2
Gryan Miers,marks,-0.5,25,10
Harrison Jones,marks,-0.5,4,7
Hugh Bond,marks,-0.5,8,4
Isaac Kako,marks,-0.5,8,26
Isaac Keeler,marks,-0.5,4,9
Jack Hutchinson,marks,-0.5,2,20
Jack Williams,marks,-0.5,2,19
Jai Newcombe,marks,-0.5,30,14
Joshua Draper,marks,-0.5,7,4
Lachlan McNeil,marks,-0.5,20,11
Lance Collard,marks,-0.5,6,6
Lewis Melican,marks,-0.5,16,10
Luke Nankervis,marks,-0.5,12,8
Luke Trainor,marks,-0.5,6,24
Mason Cox,marks,-0.5,18,4
Mitch Zadow,marks,-0.5,3,2
Nick Coffield,marks,-0.5,10,5
Nick Larkey,marks,-0.5,12,23
Oscar Adams,marks,-0.5,11,10
Oscar Steene,marks,-0.5,3,4
Riley Bice,marks,-0.5,22,11
Sam Grlj,marks,-0.5,2,15
Sandy Brock,marks,-0.5,1,18
Sean Darcy,marks,-0.5,16,8
Sullivan Robey,marks,-0.5,2,13
Thomas Edwards,marks,-0.5,2,7
Tom Burton,marks,-0.5,2,3
Will Phillips,marks,-0.5,1,6
Zac Fisher,marks,-0.5,2,6
Aaron Francis,marks,-1,5,5
Aidan Johnson,marks,-1,3,3
Alex Pearce,marks,-1,23,10
Anthony Caminiti,marks,-1,17,22
Caleb Windsor,marks,-1,17,16
Campbell Chesser,marks,-1,1,6
Campbell Gray,marks,-1,1,11
Charlie Comben,marks,-1,13,24
Connor Idun,marks,-1,24,19
Daniel McStay,marks,-1,23,13
Darcy Cameron,marks,-1,28,14
Dayne Zorko,marks,-1,27,9
Elijah Tsatas,marks,-1,2,9
Finnbar Maley,marks,-1,3,9
Harry Kyle,marks,-1,5,1
Harry Morrison,marks,-1,19,10
Harry Rowston,marks,-1,12,6
Harry Schoenberg,marks,-1,2,4
Harvey Johnston,marks,-1,2,5
Hussien El Achkar,marks,-1,1,6
Isaiah Dudley,marks,-1,28,7
Jack Ginnivan,marks,-1,30,13
Jack Whitlock,marks,-1,7,16
Jacob Wehr,marks,-1,13,15
James Leake,marks,-1,5,3
Jed Bews,marks,-1,3,1
Jeremy Sharp,marks,-1,11,5
Joe Berry,marks,-1,10,21
Jordon Butts,marks,-1,13,6
Josh Battle,marks,-1,29,13
Josh Rachele,marks,-1,22,11
Josh Ward,marks,-1,29,14
Karl Amon,marks,-1,26,13
Karl Worner,marks,-1,33,9
Kieren Briggs,marks,-1,19,15
Lachie Schultz,marks,-1,17,15
Lachie Whitfield,marks,-1,21,19
Lachlan Gulbin,marks,-1,3,6
Lachlan Murphy,marks,-1,3,2
Lawson Humphries,marks,-1,30,13
Lewis Young,marks,-1,7,15
Liam Baker,marks,-1,5,35
Liam Ryan,marks,-1,8,26
Luke Ryan,marks,-1,33,9
Mac Andrew,marks,-1,22,21
Marc Pittonet,marks,-1,10,13
Matt Crouch,marks,-1,4,2
Matt Roberts,marks,-1,20,13
Matt Rowell,marks,-1,18,21
Matthew Owies,marks,-1,1,18
Max Gruzewski,marks,-1,11,7
Max Heath,marks,-1,7,4
Michael Frederick,marks,-1,29,9
Mitch Lewis,marks,-1,18,8
Mitchell Hinge,marks,-1,18,7
Nat Fyfe,marks,-1,6,2
Nate Caddy,marks,-1,8,27
Nicholas Madden,marks,-1,4,4
Noah Anderson,marks,-1,22,21
Oliver Hayes-Brown,marks,-1,2,5
Oscar McInerney,marks,-1,11,2
Patrick Voss,marks,-1,31,7
Rory Lobb,marks,-1,25,14
Ryan Angwin,marks,-1,13,13
Sam Cumming,marks,-1,2,11
Stephen Coniglio,marks,-1,15,12
Steven May,marks,-1,4,12
Taylor Adams,marks,-1,1,3
Ted Clohesy,marks,-1,6,3
Tim Kelly,marks,-1,5,32
Tristan Xerri,marks,-1,10,24
Will Graham,marks,-1,13,7
Will White,marks,-1,7,7
Alex Sexton,marks,-1.5,3,2
Ben Jepson,marks,-1.5,1,4
David Swallow,marks,-1.5,4,5
Deven Robertson,marks,-1.5,4,4
Dyson Sharp,marks,-1.5,1,10
Eric Hipwood,marks,-1.5,21,6
Harry Armstrong,marks,-1.5,1,10
Isaac Cumming,marks,-1.5,24,12
Jack Ough,marks,-1.5,2,2
Jayden Short,marks,-1.5,7,26
Joe Fonti,marks,-1.5,19,16
Kane McAuliffe,marks,-1.5,2,12
Liam Stocker,marks,-1.5,14,17
Saad El-Hawli,marks,-1.5,4,13
Tom Cole,marks,-1.5,3,28
Wil Dawson,marks,-1.5,2,9
Xavier Bamert,marks,-1.5,2,5
Alixzander Tauru,marks,-2,4,6
Bailey Laurie,marks,-2,8,5
Campbell Lake,marks,-2,3,3
Cody Angove,marks,-2,3,1
Dan Houston,marks,-2,26,13
Dion Prestia,marks,-2,3,23
Harry Edwards,marks,-2,2,17
Jack Viney,marks,-2,5,13
Jack Watkins,marks,-2,3,7
Jaeger O'Meara,marks,-2,14,6
James Trezise,marks,-2,7,23
Jamie Cripps,marks,-2,3,23
Jayden Hunt,marks,-2,1,14
Jordan Croft,marks,-2,11,5
Lachie Ash,marks,-2,24,19
Liam Duggan,marks,-2,5,35
Mabior Chol,marks,-2,26,12
Matt Guelfi,marks,-2,1,14
Milan Murdock,marks,-2,3,13
Oliver Wiltshire,marks,-2,7,6
Reuben Ginbey,marks,-2,5,31
Samson Ryan,marks,-2,1,4
Thomson Dow,marks,-2,3,8
Travis Boak,marks,-2,7,9
Will Day,marks,-2,10,3
Charlie West,marks,-2.5,4,1
Colby McKercher,marks,-2.5,13,28
Jacob Blight,marks,-2.5,1,6
Lincoln McCarthy,marks,-2.5,6,2
Oliver Hannaford,marks,-2.5,3,2
Rhyan Mansell,marks,-2.5,4,22
Jack Dalton,marks,-3,3,1
Kyle Langford,marks,-3,5,19
Matt Flynn,marks,-3,3,19
Matt Whitlock,marks,-3,1,4
Max Kondogiannis,marks,-3,1,7
Will Lorenz,marks,-3,1,6
Jack Buckley,marks,-3.5,18,10
Sam Day,marks,-4,10,3
Noah Mraz,marks,-10,3,1
Beau Addinsall,marks,NA,0,6
Ben Paton,marks,NA,0,4
Billy Cootee,marks,NA,5,0
Brynn Teakle,marks,NA,0,4
Christopher Scerri,marks,NA,7,0
Clay Hall,marks,NA,0,13
Dylan Patterson,marks,NA,0,4
Jack Henderson,marks,NA,0,5
Jai Murray,marks,NA,0,8
Jayden Nguyen,marks,NA,0,10
Jeremy McGovern,marks,NA,0,6
Jordan Boyd,marks,NA,0,5
Kaleb Smith,marks,NA,0,8
Kye Annand,marks,NA,0,7
Liam Fawcett,marks,NA,0,8
Liam McMahon,marks,NA,0,7
Liam Puncher,marks,NA,4,0
Liam Reidy,marks,NA,0,5
Louis Emmett,marks,NA,0,5
Luamon Lual,marks,NA,0,12
Marcus Herbert,marks,NA,0,6
Nik Cox,marks,NA,0,8
Noah Long,marks,NA,0,10
Oliver Francou,marks,NA,0,4
Oskar Smartt,marks,NA,0,4
Sam Swadling,marks,NA,5,0
Seamus Mitchell,marks,NA,4,0
Tyrell Dewar,marks,NA,0,16
Zak Johnson,marks,NA,0,14
Campbell Lake,tackles,5,3,3
Hussien El Achkar,tackles,5,1,6
Jack Dalton,tackles,4,3,1
Jack Viney,tackles,4,5,13
Jacob Bauer,tackles,4,1,4
Jasper Alger,tackles,4,1,11
Matt Flynn,tackles,4,3,19
Max Kondogiannis,tackles,4,1,7
Alex Davies,tackles,3.5,10,4
Hugh Boxshall,tackles,3.5,9,8
Cam Mackenzie,tackles,3,19,9
Dyson Sharp,tackles,3,1,10
Hugh McCluggage,tackles,3,26,12
Jack Ough,tackles,3,2,2
Lance Collard,tackles,3,6,6
Seth Campbell,tackles,3,7,34
Steely Green,tackles,3,5,31
Tyler Brockman,tackles,3,1,19
Will Setterfield,tackles,3,5,15
Angus Clarke,tackles,2.5,2,15
George Stevens,tackles,2.5,2,2
Hugo Ralphsmith,tackles,2.5,2,19
Josh Dunkley,tackles,2.5,32,13
Orazio Fantasia,tackles,2.5,2,4
Peter Wright,tackles,2.5,6,27
Thomas Edwards,tackles,2.5,2,7
Tristan Xerri,tackles,2.5,10,24
Bobby Hill,tackles,2,11,3
Brayden Maynard,tackles,2,21,15
Cam Rayner,tackles,2,32,13
Dylan Shiel,tackles,2,4,10
Elijah Hewett,tackles,2,1,25
Finn Maginness,tackles,2,10,7
Finn O'Sullivan,tackles,2,11,25
Jack Graham,tackles,2,3,24
Jack Macrae,tackles,2,11,20
Jeremy Finlayson,tackles,2,2,6
Josh Goater,tackles,2,1,3
Jy Farrar,tackles,2,7,3
Latrelle Pickett,tackles,2,11,5
Luke Davies-Uniacke,tackles,2,13,27
Luke Pedlar,tackles,2,12,7
Marc Pittonet,tackles,2,10,13
Matt Guelfi,tackles,2,1,14
Oscar McInerney,tackles,2,11,2
Patrick Retschko,tackles,2,2,12
Patrick Voss,tackles,2,31,7
Ryan Angwin,tackles,2,13,13
Sam Cumming,tackles,2,2,11
Samson Ryan,tackles,2,1,4
Toby Greene,tackles,2,23,17
Toby Murray,tackles,2,9,3
Toby Nankervis,tackles,2,5,25
Tom Atkins,tackles,2,30,15
Tom Cochrane,tackles,2,3,3
Will Lewis,tackles,2,6,6
Will Phillips,tackles,2,1,6
Willem Drew,tackles,2,15,27
Ben Jepson,tackles,1.5,1,4
Christian Petracca,tackles,1.5,14,26
Cody Weightman,tackles,1.5,4,2
Dante Visentini,tackles,1.5,6,13
Darcy Jones,tackles,1.5,15,8
Flynn Young,tackles,1.5,6,5
Francis Evans,tackles,1.5,12,15
Hamish Davis,tackles,1.5,4,23
Hugo Hall-Kahan,tackles,1.5,5,2
James Harmes,tackles,1.5,7,6
Jason Johannisen,tackles,1.5,10,6
Jeremy Cameron,tackles,1.5,28,14
Joel Fitzgerald,tackles,1.5,4,2
Josh Ward,tackles,1.5,29,14
Kane McAuliffe,tackles,1.5,2,12
Lachie Jones,tackles,1.5,12,23
Lachlan Gulbin,tackles,1.5,3,6
Max Ramsden,tackles,1.5,4,2
Nic Martin,tackles,1.5,6,10
