player_name,stat,median_diff,games_win,games_loss
Alex Cincotta,tackles,0,2,3
Andrew McGrath,tackles,0,8,31
Angus Anderson,tackles,0,6,5
Archer Day-Wicks,tackles,0,3,19
Archie Perkins,tackles,0,5,29
Arthur Jones,tackles,0,12,6
Bailey Banfield,tackles,0,15,6
Bailey Dale,tackles,0,24,16
Ben Keays,tackles,0,30,14
Ben King,tackles,0,23,21
Ben Long,tackles,0,22,19
Ben McKay,tackles,0,7,18
Ben Miller,tackles,0,7,33
Billy Frampton,tackles,0,23,11
Billy Wilson,tackles,0,10,5
Bo Allan,tackles,0,3,19
Bodhi Uwland,tackles,0,23,21
Bodie Ryan,tackles,0,1,4
Brad Close,tackles,0,27,11
Brennan Cox,tackles,0,30,9
Brodie Grundy,tackles,0,25,15
Brodie Kemp,tackles,0,10,14
Brody Mihocek,tackles,0,21,11
Caiden Cleary,tackles,0,9,11
Caleb Windsor,tackles,0,17,16
Callan Ward,tackles,0,7,5
Callum Brown,tackles,0,21,15
Callum Mills,tackles,0,21,9
Cameron Nairn,tackles,0,3,1
Campbell Gray,tackles,0,1,11
Charlie Cameron,tackles,0,30,13
Chayce Jones,tackles,0,5,3
Connor Idun,tackles,0,24,19
Connor Macdonald,tackles,0,29,13
Connor O'Sullivan,tackles,0,29,15
Cooper Sharman,tackles,0,16,23
Cooper Trembath,tackles,0,9,13
Corey Wagner,tackles,0,23,7
Dan Houston,tackles,0,26,13
Daniel Curtin,tackles,0,27,10
Daniel Rioli,tackles,0,20,16
Daniel Turner,tackles,0,16,19
Darcy Fogarty,tackles,0,26,10
Darcy Fort,tackles,0,27,11
David Swallow,tackles,0,4,5
Ed Langdon,tackles,0,19,23
Griffin Logue,tackles,0,7,21
Harris Andrews,tackles,0,30,12
Harrison Petty,tackles,0,15,19
Harry Dean,tackles,0,8,8
Harry Perryman,tackles,0,27,12
Harry Rowston,tackles,0,12,6
Harry Schoenberg,tackles,0,2,4
Harry Sharp,tackles,0,18,19
Harvey Gallagher,tackles,0,3,5
Harvey Langford,tackles,0,19,22
Harvey Thomas,tackles,0,19,17
Heath Chapman,tackles,0,33,9
Hugh Jackson,tackles,0,4,5
Hugo Garcia,tackles,0,16,20
Isaac Cumming,tackles,0,24,12
Izak Rankine,tackles,0,26,12
Jack Carroll,tackles,0,6,9
Jack Gunston,tackles,0,24,11
Jack Henry,tackles,0,23,13
Jack Higgins,tackles,0,16,20
Jack Scrimshaw,tackles,0,13,8
Jack Sinclair,tackles,0,15,23
Jack Steele,tackles,0,20,21
Jack Whitlock,tackles,0,7,16
Jacob Wehr,tackles,0,13,15
Jacob Weitering,tackles,0,12,21
Jake Lloyd,tackles,0,25,16
Jake Stringer,tackles,0,17,17
Jake Waterman,tackles,0,5,22
James O'Donnell,tackles,0,25,12
Jarrod Berry,tackles,0,27,10
Jason Horne-Francis,tackles,0,13,20
Jaxon Prior,tackles,0,8,33
Jayden Short,tackles,0,7,26
Jed McEntee,tackles,0,1,5
Jed Walter,tackles,0,12,18
Jedd Busslinger,tackles,0,10,4
Jeremy Howe,tackles,0,24,10
Jeremy Sharp,tackles,0,11,5
Jesse Hogan,tackles,0,12,13
Joel Hamling,tackles,0,11,9
Joel Jeffrey,tackles,0,23,20
Jonty Faull,tackles,0,6,20
Jordan Clark,tackles,0,33,10
Jordan De Goey,tackles,0,16,12
Jordon Butts,tackles,0,13,6
Jordon Sweet,tackles,0,14,23
Josh Battle,tackles,0,29,13
Josh Daicos,tackles,0,28,15
Josh Rachele,tackles,0,22,11
Josh Treacy,tackles,0,33,10
Jye Amiss,tackles,0,33,10
Kade Chandler,tackles,0,19,23
Kai Lohmann,tackles,0,26,10
Kamdyn McIntosh,tackles,0,5,18
Karl Amon,tackles,0,26,13
Karl Worner,tackles,0,33,9
Kyle Langford,tackles,0,5,19
Lachie Schultz,tackles,0,17,15
Lachie Whitfield,tackles,0,21,19
Lachlan Cowan,tackles,0,13,19
Lachlan Sullivan,tackles,0,12,3
Lawson Humphries,tackles,0,30,13
Leonardo Lombard,tackles,0,8,15
Levi Ashcroft,tackles,0,32,13
Lewis Melican,tackles,0,16,10
Lewis Young,tackles,0,7,15
Liam Duggan,tackles,0,5,35
Liam Stocker,tackles,0,14,17
Lincoln McCarthy,tackles,0,6,2
Luke Breust,tackles,0,5,3
Luke McDonald,tackles,0,11,20
Luke Nankervis,tackles,0,12,8
Luke Ryan,tackles,0,33,9
Mabior Chol,tackles,0,26,12
Mani Liddy,tackles,0,4,5
Mason Wood,tackles,0,16,23
Matt Crouch,tackles,0,4,2
Matt Roberts,tackles,0,20,13
Mattaes Phillipou,tackles,0,11,14
Maurice Rioli,tackles,0,3,19
Max Gruzewski,tackles,0,11,7
Max Hall,tackles,0,18,24
Max Michalanney,tackles,0,26,14
Michael Frederick,tackles,0,29,9
Mitch Duncan,tackles,0,7,2
Mitch Georgiades,tackles,0,15,26
Murphy Reid,tackles,0,33,10
Nate Caddy,tackles,0,8,27
Nathan Broad,tackles,0,7,33
Ned Moyle,tackles,0,5,10
Ned Reeves,tackles,0,10,4
Nick Bryan,tackles,0,3,11
Nick Coffield,tackles,0,10,5
Nick Haynes,tackles,0,17,21
Nick Holman,tackles,0,11,11
Nick Larkey,tackles,0,12,23
Nick Watson,tackles,0,28,13
Noah Answerth,tackles,0,20,7
Oliver Hannaford,tackles,0,3,2
Oliver Hollands,tackles,0,12,22
Ollie Lord,tackles,0,5,11
Ollie Wines,tackles,0,12,23
Patrick Dangerfield,tackles,0,25,13
Phoenix Gothard,tackles,0,7,9
Reilly O'Brien,tackles,0,18,8
Rhett Bazzo,tackles,0,2,15
Rhylee West,tackles,0,26,15
Rhys Stanley,tackles,0,16,4
Riley Garcia,tackles,0,5,3
Riley Hardeman,tackles,0,4,16
Riley Thilthorpe,tackles,0,27,14
Roan Steele,tackles,0,10,9
Robert Hansen Jr,tackles,0,3,9
Rory Lobb,tackles,0,25,14
Ryan Burton,tackles,0,3,5
Ryan Maric,tackles,0,3,30
Sam Banks,tackles,0,5,31
Sam Berry,tackles,0,27,11
Sam Lalor,tackles,0,3,17
Sam Powell-Pepper,tackles,0,7,9
Sam Switkowski,tackles,0,29,7
Sam Taylor,tackles,0,15,13
Scott Pendlebury,tackles,0,23,13
Shai Bolton,tackles,0,32,9
Sid Draper,tackles,0,7,3
Steele Sidebottom,tackles,0,25,14
Steven May,tackles,0,4,12
Talor Byrne,tackles,0,7,7
Taylor Adams,tackles,0,1,3
Tim Membrey,tackles,0,26,12
Toby Pink,tackles,0,8,13
Todd Goldstein,tackles,0,3,13
Tom Barrass,tackles,0,27,12
Tom Blamires,tackles,0,7,7
Tom Brown,tackles,0,6,31
Tom McCarthy,tackles,0,4,24
Tom McCartin,tackles,0,22,14
Tom McDonald,tackles,0,9,14
Ty Gallop,tackles,0,16,7
Tylar Young,tackles,0,6,20
Wade Derksen,tackles,0,6,4
Wayne Milera,tackles,0,28,13
Wil Powell,tackles,0,23,19
Will Ashcroft,tackles,0,32,13
Will Hayward,tackles,0,19,20
Will McLachlan,tackles,0,5,2
Willem Duursma,tackles,0,4,14
William Edwards,tackles,0,9,4
Willie Rioli,tackles,0,9,10
Xavier Lindsay,tackles,0,9,14
Zac Taylor,tackles,0,23,11
Zach Reid,tackles,0,8,21
Alex Sexton,tackles,-0.5,3,2
Alixzander Tauru,tackles,-0.5,4,6
Archer Reid,tackles,-0.5,2,18
Archie Roberts,tackles,-0.5,8,32
Bayley Fritsch,tackles,-0.5,16,23
Beau McCreery,tackles,-0.5,25,12
Blake Howes,tackles,-0.5,14,17
Caleb Poulter,tackles,-0.5,4,3
Callum Coleman-Jones,tackles,-0.5,4,2
Christian Moraes,tackles,-0.5,8,15
Christian Salem,tackles,-0.5,10,18
Connor Rozee,tackles,-0.5,10,13
Cooper Lord,tackles,-0.5,10,16
Corey Durdin,tackles,-0.5,14,21
Darcy Byrne-Jones,tackles,-0.5,14,27
Deven Robertson,tackles,-0.5,4,4
Eric Hipwood,tackles,-0.5,21,6
Finn Callaghan,tackles,-0.5,22,18
Gryan Miers,tackles,-0.5,25,10
Harrison Jones,tackles,-0.5,4,7
Harrison Oliver,tackles,-0.5,3,2
Harry Cunningham,tackles,-0.5,17,6
Henry Hustwaite,tackles,-0.5,4,1
Hugh Bond,tackles,-0.5,8,4
Jade Gresham,tackles,-0.5,6,20
Jake Kolodjashnij,tackles,-0.5,6,5
James Jordon,tackles,-0.5,26,16
Jayden Laverde,tackles,-0.5,8,23
Jobe Shanahan,tackles,-0.5,4,24
Joel Freijah,tackles,-0.5,26,16
Jordan Ridley,tackles,-0.5,6,11
Josh Lai,tackles,-0.5,5,10
Josh Sinn,tackles,-0.5,8,12
Judd McVee,tackles,-0.5,22,13
Jy Simpkin,tackles,-0.5,13,26
Jye Caldwell,tackles,-0.5,5,20
Kane Farrell,tackles,-0.5,12,22
Keidean Coleman,tackles,-0.5,6,7
Koltyn Tholstrup,tackles,-0.5,16,12
Lachie Weller,tackles,-0.5,20,10
Lachlan Bramble,tackles,-0.5,26,16
Luke Trainor,tackles,-0.5,6,24
Marcus Windhager,tackles,-0.5,18,24
Mason Redman,tackles,-0.5,7,24
Matt Whitlock,tackles,-0.5,1,4
Mykelti Lefau,tackles,-0.5,2,16
Nic Newman,tackles,-0.5,8,8
Nick Murray,tackles,-0.5,15,8
Oliver Hayes-Brown,tackles,-0.5,2,5
Oscar Adams,tackles,-0.5,11,10
Oscar Steene,tackles,-0.5,3,4
Paul Curtis,tackles,-0.5,10,25
Rhyan Mansell,tackles,-0.5,4,22
Riley Bice,tackles,-0.5,22,11
Riley Hamilton,tackles,-0.5,2,2
Ryan Byrnes,tackles,-0.5,12,16
Ryan Lester,tackles,-0.5,30,10
Sam Durham,tackles,-0.5,8,30
Sam Flanders,tackles,-0.5,19,16
Sam Marshall,tackles,-0.5,7,6
Taylor Walker,tackles,-0.5,24,12
Tom De Koning,tackles,-0.5,16,22
Tom Liberatore,tackles,-0.5,20,11
Tyler Sonsie,tackles,-0.5,5,24
Tyson Stengle,tackles,-0.5,18,6
Wil Dawson,tackles,-0.5,2,9
Zac Bailey,tackles,-0.5,31,12
Zac Williams,tackles,-0.5,10,18
Adam Saad,tackles,-1,9,15
Aliir Aliir,tackles,-1,15,26
Angus Hastie,tackles,-1,7,7
Anthony Caminiti,tackles,-1,17,22
Archer May,tackles,-1,1,16
Ashton Moir,tackles,-1,3,8
Bailey J. Williams,tackles,-1,3,28
Bailey Smith,tackles,-1,28,13
Bradley Hill,tackles,-1,18,23
Braeden Campbell,tackles,-1,13,12
Brandon Starcevich,tackles,-1,11,10
Brayden Cook,tackles,-1,15,6
Brodie Smith,tackles,-1,8,3
Bruce Reville,tackles,-1,23,7
Buku Khamis,tackles,-1,20,13
Caleb Daniel,tackles,-1,13,28
Cameron Zurhaar,tackles,-1,13,27
Changkuoth Jiath,tackles,-1,20,11
Charlie Ballard,tackles,-1,3,5
Cody Angove,tackles,-1,3,1
Cody Curtin,tackles,-1,2,2
Dayne Zorko,tackles,-1,27,9
Ewan Mackinlay,tackles,-1,5,10
Flynn Perez,tackles,-1,5,2
George Wardlaw,tackles,-1,11,14
Harry Edwards,tackles,-1,2,17
Harry Kyle,tackles,-1,5,1
Harry O'Farrell,tackles,-1,1,5
Harvey Johnston,tackles,-1,2,5
Isaac Heeney,tackles,-1,25,15
Isaac Keeler,tackles,-1,4,9
Isaac Quaynor,tackles,-1,26,15
Isaiah Dudley,tackles,-1,28,7
Jack Buckley,tackles,-1,18,10
Jack Buller,tackles,-1,11,7
Jack Crisp,tackles,-1,28,15
Jack Ginnivan,tackles,-1,30,13
Jacob Hopper,tackles,-1,7,28
Jacob van Rooyen,tackles,-1,14,21
Jai Culley,tackles,-1,6,5
Jake Lever,tackles,-1,14,12
Jake Rogers,tackles,-1,10,4
James Leake,tackles,-1,5,3
James Trezise,tackles,-1,7,23
James Tunstill,tackles,-1,10,4
James Worpel,tackles,-1,18,11
Jamie Cripps,tackles,-1,3,23
Jamie Elliott,tackles,-1,22,13
Jase Burgoyne,tackles,-1,14,25
Jed Bews,tackles,-1,3,1
Josh Kelly,tackles,-1,10,5
Joshua Draper,tackles,-1,7,4
Lachie Ash,tackles,-1,24,19
Lachy Dovaston,tackles,-1,3,3
Leek Aleer,tackles,-1,12,8
Liam Ryan,tackles,-1,8,26
Logan Evans,tackles,-1,8,21
Luke Cleary,tackles,-1,12,6
Luke Jackson,tackles,-1,31,9
Luke Parker,tackles,-1,13,27
Mac Andrew,tackles,-1,22,21
Marcus Bontempelli,tackles,-1,24,13
Mark O'Connor,tackles,-1,28,13
Matthew Cottrell,tackles,-1,7,7
Matthew Jefferson,tackles,-1,8,11
Matthew Kennedy,tackles,-1,26,16
Max Gawn,tackles,-1,19,23
Max Heath,tackles,-1,7,4
Max Holmes,tackles,-1,29,15
Nasiah Wanganeen-Milera,tackles,-1,17,21
Nathan O'Driscoll,tackles,-1,19,7
Nick Vlastuin,tackles,-1,7,33
Oscar Allen,tackles,-1,5,15
Oscar McDonald,tackles,-1,11,2
Paddy Cross,tackles,-1,5,5
Patrick Cripps,tackles,-1,18,24
Peter Ladhams,tackles,-1,6,6
Rory Laird,tackles,-1,26,11
Ryley Sanders,tackles,-1,23,15
Saad El-Hawli,tackles,-1,4,13
Sam Collins,tackles,-1,21,20
Sam Davidson,tackles,-1,17,14
Sam Docherty,tackles,-1,4,11
Sam Draper,tackles,-1,16,7
Stephen Coniglio,tackles,-1,15,12
Sullivan Robey,tackles,-1,2,13
Tobie Travaglia,tackles,-1,8,8
Toby McMullin,tackles,-1,8,9
Tom Hanily,tackles,-1,5,7
Tom Powell,tackles,-1,9,21
Touk Miller,tackles,-1,22,20
Xavier Bamert,tackles,-1,2,5
Zach Guthrie,tackles,-1,30,15
Zak Butters,tackles,-1,14,23
Zeke Uwland,tackles,-1,5,11
Alex Pearce,tackles,-1.5,23,10
Cooper Hynes,tackles,-1.5,17,8
Darcy Parish,tackles,-1.5,1,16
Ed Richards,tackles,-1.5,25,16
Errol Gulden,tackles,-1.5,11,6
Hunter Clark,tackles,-1.5,8,10
Jacob Farrow,tackles,-1.5,2,15
James Rowbottom,tackles,-1.5,26,16
Jhye Clark,tackles,-1.5,9,6
Jye Menzie,tackles,-1.5,4,6
Mitch Zadow,tackles,-1.5,3,2
Sam Wicks,tackles,-1.5,24,12
Taylor Duryea,tackles,-1.5,3,2
Ted Clohesy,tackles,-1.5,6,3
Toby Bedford,tackles,-1.5,22,16
Wil Parker,tackles,-1.5,4,4
Will Lorenz,tackles,-1.5,1,6
Aidan Johnson,tackles,-2,3,3
Angus Sheldrick,tackles,-2,24,13
Bailey Macdonald,tackles,-2,12,3
Blake Acres,tackles,-2,12,13
Brent Daniels,tackles,-2,9,7
Chad Warner,tackles,-2,26,16
Dion Prestia,tackles,-2,3,23
Dylan Moore,tackles,-2,29,14
Elijah Tsatas,tackles,-2,2,9
George Hewett,tackles,-2,18,20
Hayden Young,tackles,-2,14,5
Jack Silvagni,tackles,-2,15,17
Jackson Mead,tackles,-2,11,18
Jai Serong,tackles,-2,13,5
Joe Fonti,tackles,-2,19,16
Josaia Delana,tackles,-2,4,4
Kysaiah Pickett,tackles,-2,19,20
Lachlan McAndrew,tackles,-2,12,7
Lachlan McNeil,tackles,-2,20,11
Logan McDonald,tackles,-2,13,4
Matthew Owies,tackles,-2,1,18
Michael Sellwood,tackles,-2,12,7
Patrick Lipinski,tackles,-2,27,13
Sam Clohesy,tackles,-2,14,9
Sam Walsh,tackles,-2,16,17
Tim English,tackles,-2,24,12
Travis Boak,tackles,-2,7,9
Thomson Dow,tackles,-2.5,3,8
Zach Merrett,tackles,-2.5,8,33
Adam Cerra,tackles,-3,15,20
Cooper Duff-Tytler,tackles,-3,2,10
Tom Mitchell,tackles,-3,2,2
Will Day,tackles,-3,10,3
William McCabe,tackles,-3,3,1
Harvey Harrison,tackles,-3.5,5,2
Lachlan Murphy,tackles,-3.5,3,2
Mitch Knevitt,tackles,-3.5,5,4
Oleg Markov,tackles,-4,5,3
Beau Addinsall,tackles,NA,0,6
Ben Paton,tackles,NA,0,4
Billy Cootee,tackles,NA,5,0
Brynn Teakle,tackles,NA,0,4
Christopher Scerri,tackles,NA,7,0
Clay Hall,tackles,NA,0,13
Dylan Patterson,tackles,NA,0,4
Jack Henderson,tackles,NA,0,5
Jai Murray,tackles,NA,0,8
Jayden Nguyen,tackles,NA,0,10
Jeremy McGovern,tackles,NA,0,6
Jordan Boyd,tackles,NA,0,5
Kaleb Smith,tackles,NA,0,8
Kye Annand,tackles,NA,0,7
Liam Fawcett,tackles,NA,0,8
Liam McMahon,tackles,NA,0,7
Liam Puncher,tackles,NA,4,0
Liam Reidy,tackles,NA,0,5
Louis Emmett,tackles,NA,0,5
Luamon Lual,tackles,NA,0,12
Marcus Herbert,tackles,NA,0,6
Nik Cox,tackles,NA,0,8
Noah Long,tackles,NA,0,10
Oliver Francou,tackles,NA,0,4
Oskar Smartt,tackles,NA,0,4
Sam Swadling,tackles,NA,5,0
Seamus Mitchell,tackles,NA,4,0
Tyrell Dewar,tackles,NA,0,16
Zak Johnson,tackles,NA,0,14
Lachlan Sholl,kicks,8.5,3,2
Darcy Parish,kicks,7.5,1,16
Billy Wilson,kicks,6.5,10,5
Maurice Rioli,kicks,6,3,19
Brodie Smith,kicks,5.5,8,3
Hugh Jackson,kicks,5.5,4,5
Joel Fitzgerald,kicks,5.5,4,2
Jordan Ridley,kicks,5.5,6,11
Peter Wright,kicks,5.5,6,27
Xavier Lindsay,kicks,5.5,9,14
Brad Close,kicks,5,27,11
Lachlan Cowan,kicks,5,13,19
Toby Greene,kicks,5,23,17
Tom Powell,kicks,5,9,21
Blake Hardwick,kicks,4.5,30,14
Jason Horne-Francis,kicks,4.5,13,20
Nick Coffield,kicks,4.5,10,5
Bo Allan,kicks,4,3,19
Brayden Cook,kicks,4,15,6
Caleb Poulter,kicks,4,4,3
Cameron Nairn,kicks,4,3,1
Connor Macdonald,kicks,4,29,13
Daniel Curtin,kicks,4,27,10
Dougal Howard,kicks,4,4,5
Hamish Davis,kicks,4,4,23
Harry O'Farrell,kicks,4,1,5
Jacob Bauer,kicks,4,1,4
Jeremy Cameron,kicks,4,28,14
Jordan De Goey,kicks,4,16,12
Kysaiah Pickett,kicks,4,19,20
Nick Vlastuin,kicks,4,7,33
Sam Powell-Pepper,kicks,4,7,9
Shaun Mannagh,kicks,4,29,13
Tim Taranto,kicks,4,6,33
Tom Blamires,kicks,4,7,7
Tom Mitchell,kicks,4,2,2
Will Hoskin-Elliott,kicks,4,12,6
Zach Guthrie,kicks,4,30,15
Bailey Scott,kicks,3.5,3,10
Caleb Serong,kicks,3.5,30,10
Connor Rozee,kicks,3.5,10,13
Jack Carroll,kicks,3.5,6,9
Jaxon Prior,kicks,3.5,8,33
Jye Menzie,kicks,3.5,4,6
Keidean Coleman,kicks,3.5,6,7
Riley Hamilton,kicks,3.5,2,2
Todd Marshall,kicks,3.5,2,9
Bailey Humphrey,kicks,3,22,17
Bailey Williams,kicks,3,22,14
Ben McKay,kicks,3,7,18
Billy Frampton,kicks,3,23,11
Blake Acres,kicks,3,12,13
Braeden Campbell,kicks,3,13,12
Brent Daniels,kicks,3,9,7
Caleb Windsor,kicks,3,17,16
Callum Wilkie,kicks,3,18,24
Daniel Rioli,kicks,3,20,16
Dylan Moore,kicks,3,29,14
Finn Maginness,kicks,3,10,7
Harvey Gallagher,kicks,3,3,5
Hayden Young,kicks,3,14,5
Hugh Boxshall,kicks,3,9,8
Isaac Heeney,kicks,3,25,15
Izak Rankine,kicks,3,26,12
Jack Gunston,kicks,3,24,11
Jack Martin,kicks,3,18,10
Jacob van Rooyen,kicks,3,14,21
Jai Serong,kicks,3,13,5
Jake Stringer,kicks,3,17,17
Jaxon Binns,kicks,3,2,3
Joel Jeffrey,kicks,3,23,20
John Noble,kicks,3,23,21
Josh Rachele,kicks,3,22,11
Kane McAuliffe,kicks,3,2,12
Matthew Carroll,kicks,3,11,16
Mitch Knevitt,kicks,3,5,4
Nick Bryan,kicks,3,3,11
Noah Anderson,kicks,3,22,21
Noah Balta,kicks,3,4,26
Oscar McDonald,kicks,3,11,2
Riley Garcia,kicks,3,5,3
Steele Sidebottom,kicks,3,25,14
Toby Nankervis,kicks,3,5,25
Tom Cochrane,kicks,3,3,3
Tom Green,kicks,3,15,8
Tom Hanily,kicks,3,5,7
Tom Lynch,kicks,3,5,22
Tom Sparrow,kicks,3,19,22
Ty Gallop,kicks,3,16,7
Will Ashcroft,kicks,3,32,13
Zac Bailey,kicks,3,31,12
Zach Reid,kicks,3,8,21
Zak Jones,kicks,3,8,7
Bailey Banfield,kicks,2.5,15,6
Ben Keays,kicks,2.5,30,14
Callum Ah Chee,kicks,2.5,20,9
Callum Coleman-Jones,kicks,2.5,4,2
Christian Salem,kicks,2.5,10,18
Dylan Shiel,kicks,2.5,4,10
Esava Ratugolea,kicks,2.5,8,13
Ethan Read,kicks,2.5,20,12
Jai Culley,kicks,2.5,6,5
Kane Farrell,kicks,2.5,12,22
Luke McDonald,kicks,2.5,11,20
Max Ramsden,kicks,2.5,4,2
Mykelti Lefau,kicks,2.5,2,16
Nic Martin,kicks,2.5,6,10
Patrick Cripps,kicks,2.5,18,24
Shai Bolton,kicks,2.5,32,9
Thomson Dow,kicks,2.5,3,8
Tim English,kicks,2.5,24,12
Toby Pink,kicks,2.5,8,13
Wayne Milera,kicks,2.5,28,13
Will Hayward,kicks,2.5,19,20
Xavier Duursma,kicks,2.5,8,32
Aaron Cadman,kicks,2,23,15
Archer Day-Wicks,kicks,2,3,19
Archie Perkins,kicks,2,5,29
Bailey Smith,kicks,2,28,13
Bayley Fritsch,kicks,2,16,23
Beau McCreery,kicks,2,25,12
Blake Howes,kicks,2,14,17
Brodie Grundy,kicks,2,25,15
Caleb Daniel,kicks,2,13,28
Cam Mackenzie,kicks,2,19,9
Campbell Gray,kicks,2,1,11
Charlie Dean,kicks,2,2,2
Christian Petracca,kicks,2,14,26
Connor Budarick,kicks,2,21,11
Dion Prestia,kicks,2,3,23
Dyson Sharp,kicks,2,1,10
Errol Gulden,kicks,2,11,6
Finn O'Sullivan,kicks,2,11,25
Flynn Young,kicks,2,6,5
Gryan Miers,kicks,2,25,10
Harley Reid,kicks,2,5,33
Harry Cunningham,kicks,2,17,6
Harry McKay,kicks,2,13,16
Harvey Langford,kicks,2,19,22
Hayden McLean,kicks,2,16,11
Hunter Clark,kicks,2,8,10
Isaac Quaynor,kicks,2,26,15
Jack Silvagni,kicks,2,15,17
Jack Sinclair,kicks,2,15,23
Jacob Farrow,kicks,2,2,15
Jake Bowey,kicks,2,14,20
James Harmes,kicks,2,7,6
James Peatling,kicks,2,29,13
James Sicily,kicks,2,26,14
Jamie Elliott,kicks,2,22,13
Jarrod Witts,kicks,2,20,16
Jasper Alger,kicks,2,1,11
Joe Richards,kicks,2,14,26
Joel Hamling,kicks,2,11,9
Justin McInerney,kicks,2,20,10
Kamdyn McIntosh,kicks,2,5,18
Lachie Jaques,kicks,2,6,2
Lachie Weller,kicks,2,20,10
Lachy Dovaston,kicks,2,3,3
Logan Evans,kicks,2,8,21
Luke Breust,kicks,2,5,3
Luke Kennedy,kicks,2,2,2
Mark O'Connor,kicks,2,28,13
Massimo D'Ambrosio,kicks,2,30,14
Matt Crouch,kicks,2,4,2
Matthew Cottrell,kicks,2,7,7
Matthew Kennedy,kicks,2,26,16
Max Holmes,kicks,2,29,15
Max Michalanney,kicks,2,26,14
Michael Frederick,kicks,2,29,9
Mitch Georgiades,kicks,2,15,26
Nick Daicos,kicks,2,28,14
Oscar Allen,kicks,2,5,15
Patrick Lipinski,kicks,2,27,13
Reilly O'Brien,kicks,2,18,8
Rowan Marshall,kicks,2,17,23
Sam Berry,kicks,2,27,11
Sam Cumming,kicks,2,2,11
Sam Switkowski,kicks,2,29,7
Sam Taylor,kicks,2,15,13
Sid Draper,kicks,2,7,3
Steely Green,kicks,2,5,31
Tim Kelly,kicks,2,5,32
Tim Membrey,kicks,2,26,12
Tobie Travaglia,kicks,2,8,8
Tom McDonald,kicks,2,9,14
Tyler Brockman,kicks,2,1,19
Wade Derksen,kicks,2,6,4
Willem Duursma,kicks,2,4,14
Xavier O'Halloran,kicks,2,19,15
Aaron Naughton,kicks,1.5,26,16
Alex Davies,kicks,1.5,10,4
Archer Reid,kicks,1.5,2,18
Charlie Curnow,kicks,1.5,20,16
Conor Nash,kicks,1.5,21,10
Cooper Duff-Tytler,kicks,1.5,2,10
Cooper Harvey,kicks,1.5,4,10
Cooper Sharman,kicks,1.5,16,23
Darcy Jones,kicks,1.5,15,8
Darcy Tucker,kicks,1.5,1,6
Ed Richards,kicks,1.5,25,16
Harvey Harrison,kicks,1.5,5,2
Hugo Hall-Kahan,kicks,1.5,5,2
Isaac Keeler,kicks,1.5,4,9
Jack Darling,kicks,1.5,12,27
Jack Graham,kicks,1.5,3,24
Jack Whitlock,kicks,1.5,7,16
Jacob Weitering,kicks,1.5,12,21
Jake Melksham,kicks,1.5,10,15
Jake Rogers,kicks,1.5,10,4
James Jordon,kicks,1.5,26,16
Jaspa Fletcher,kicks,1.5,32,13
Jesse Hogan,kicks,1.5,12,13
Jobe Shanahan,kicks,1.5,4,24
Jordan Clark,kicks,1.5,33,10
Josh Kelly,kicks,1.5,10,5
Josh Lai,kicks,1.5,5,10
Jye Amiss,kicks,1.5,33,10
Lachie Fogarty,kicks,1.5,8,14
Lachie Neale,kicks,1.5,28,12
Laitham Vandermeer,kicks,1.5,12,8
Leonardo Lombard,kicks,1.5,8,15
Lloyd Meek,kicks,1.5,30,13
Luke Nankervis,kicks,1.5,12,8
Malakai Champion,kicks,1.5,2,8
Malcolm Rosas,kicks,1.5,15,4
Mason Wood,kicks,1.5,16,23
Matt Rowell,kicks,1.5,18,21
Matthew Jefferson,kicks,1.5,8,11
Neil Erasmus,kicks,1.5,28,7
Oliver Dempsey,kicks,1.5,30,15
Riley Thilthorpe,kicks,1.5,27,14
Ryan Lester,kicks,1.5,30,10
Sam Davidson,kicks,1.5,17,14
Sam Draper,kicks,1.5,16,7
Sam Durham,kicks,1.5,8,30
Sam Wicks,kicks,1.5,24,12
Toby McMullin,kicks,1.5,8,9
Tom Burton,kicks,1.5,2,3
Tom McCartin,kicks,1.5,22,14
Tom Papley,kicks,1.5,16,9
Tylar Young,kicks,1.5,6,20
Will Lewis,kicks,1.5,6,6
William Hayes,kicks,1.5,5,2
Zach Merrett,kicks,1.5,8,33
Adam Saad,kicks,1,9,15
Aidan Johnson,kicks,1,3,3
Alix Tauru,kicks,1,3,5
Andrew Brayshaw,kicks,1,33,10
Angus Clarke,kicks,1,2,15
Anthony Caminiti,kicks,1,17,22
Bailey Laurie,kicks,1,8,5
Ben Ainsworth,kicks,1,24,19
Ben King,kicks,1,23,21
Ben Long,kicks,1,22,19
Bobby Hill,kicks,1,11,3
Bradley Hill,kicks,1,18,23
Brady Hough,kicks,1,5,36
Brennan Cox,kicks,1,30,9
Brody Mihocek,kicks,1,21,11
Caiden Cleary,kicks,1,9,11
Callan Ward,kicks,1,7,5
Callum Brown,kicks,1,21,15
Calsher Dear,kicks,1,8,5
Campbell Chesser,kicks,1,1,6
Changkuoth Jiath,kicks,1,20,11
Charlie Ballard,kicks,1,3,5
Cody Angove,kicks,1,3,1
Colby McKercher,kicks,1,13,28
Conor McKenna,kicks,1,13,5
Cooper Hynes,kicks,1,17,8
Cooper Trembath,kicks,1,9,13
Corey Wagner,kicks,1,23,7
Dan Houston,kicks,1,26,13
Daniel McStay,kicks,1,23,13
Dante Visentini,kicks,1,6,13
Dayne Zorko,kicks,1,27,9
