player_name,stat,median_diff,games_home,games_away
Joel Freijah,tackles,0,23,23
Joel Jeffrey,tackles,0,22,25
Jonty Faull,tackles,0,12,14
Jordan Boyd,tackles,0,1,4
Jordan Clark,tackles,0,23,24
Jordon Butts,tackles,0,9,10
Jordon Sweet,tackles,0,22,19
Josh Rachele,tackles,0,19,18
Josh Sinn,tackles,0,11,9
Josh Treacy,tackles,0,23,24
Josh Ward,tackles,0,23,25
Josh Weddle,tackles,0,17,21
Joshua Draper,tackles,0,4,7
Justin McInerney,tackles,0,18,12
Jye Amiss,tackles,0,23,23
Kai Lohmann,tackles,0,19,22
Kamdyn McIntosh,tackles,0,12,11
Karl Amon,tackles,0,18,25
Karl Worner,tackles,0,22,24
Keidean Coleman,tackles,0,7,7
Kieren Briggs,tackles,0,19,19
Kye Annand,tackles,0,6,5
Lachie Fogarty,tackles,0,13,9
Lachie Jones,tackles,0,20,18
Lachie Weller,tackles,0,15,15
Lachie Whitfield,tackles,0,22,22
Lachlan Bramble,tackles,0,23,23
Lachlan Cowan,tackles,0,18,18
Laitham Vandermeer,tackles,0,9,12
Lance Collard,tackles,0,7,5
Lawson Humphries,tackles,0,25,22
Leek Aleer,tackles,0,9,11
Levi Ashcroft,tackles,0,23,27
Lewis Young,tackles,0,11,14
Liam Henry,tackles,0,5,9
Liam McMahon,tackles,0,4,3
Liam Ryan,tackles,0,19,18
Liam Stocker,tackles,0,17,18
Luke Cleary,tackles,0,11,7
Luke Jackson,tackles,0,22,22
Luke Kennedy,tackles,0,3,3
Luke McDonald,tackles,0,17,16
Mabior Chol,tackles,0,19,23
Mac Andrew,tackles,0,22,25
Mani Liddy,tackles,0,6,3
Marcus Windhager,tackles,0,23,23
Mason Wood,tackles,0,19,22
Matt Guelfi,tackles,0,7,8
Matt Roberts,tackles,0,19,18
Matthew Carroll,tackles,0,15,12
Matthew Jefferson,tackles,0,11,12
Matthew Kennedy,tackles,0,23,23
Max Gawn,tackles,0,23,23
Max Holmes,tackles,0,24,20
Max Michalanney,tackles,0,24,20
Michael Frederick,tackles,0,21,21
Mitch Georgiades,tackles,0,23,21
Mitch Lewis,tackles,0,15,15
Mykelti Lefau,tackles,0,12,10
Nate Caddy,tackles,0,20,19
Nathan Broad,tackles,0,23,20
Nathan O'Driscoll,tackles,0,17,13
Ned Moyle,tackles,0,10,9
Nic Martin,tackles,0,7,9
Nick Bryan,tackles,0,9,8
Nick Haynes,tackles,0,20,21
Nick Holman,tackles,0,10,13
Nick Larkey,tackles,0,21,19
Nick Murray,tackles,0,14,9
Nick Vlastuin,tackles,0,22,22
Nick Watson,tackles,0,22,24
Nik Cox,tackles,0,4,4
Noah Anderson,tackles,0,21,26
Noah Answerth,tackles,0,14,18
Oliver Hannaford,tackles,0,3,2
Oliver Hollands,tackles,0,19,16
Oscar Adams,tackles,0,13,8
Oscar McDonald,tackles,0,10,7
Oskar Baker,tackles,0,7,11
Patrick Dangerfield,tackles,0,21,19
Patrick Voss,tackles,0,21,21
Paul Curtis,tackles,0,22,17
Rhyan Mansell,tackles,0,11,15
Rhylee West,tackles,0,23,22
Riley Bice,tackles,0,16,20
Riley Thilthorpe,tackles,0,24,21
Rory Lobb,tackles,0,21,22
Rowan Marshall,tackles,0,23,21
Ryan Byrnes,tackles,0,18,14
Sam Collins,tackles,0,21,22
Sam Draper,tackles,0,12,15
Sam Durham,tackles,0,19,21
Sam Powell-Pepper,tackles,0,9,7
Sam Swadling,tackles,0,5,3
Sam Switkowski,tackles,0,18,21
Sandy Brock,tackles,0,8,12
Seth Campbell,tackles,0,22,23
Shai Bolton,tackles,0,23,22
Steven May,tackles,0,7,9
Ted Clohesy,tackles,0,5,4
Tim Membrey,tackles,0,22,20
Toby McMullin,tackles,0,8,11
Toby Murray,tackles,0,5,8
Toby Pink,tackles,0,11,11
Tom Barrass,tackles,0,21,23
Tom Blamires,tackles,0,8,9
Tom Brown,tackles,0,22,19
Tom Gross,tackles,0,5,7
Tom Lynch,tackles,0,18,13
Tom McCartin,tackles,0,20,20
Ty Gallop,tackles,0,9,15
Tylar Young,tackles,0,15,15
Tyrell Dewar,tackles,0,7,9
Tyson Stengle,tackles,0,13,11
Wil Powell,tackles,0,21,24
Will Graham,tackles,0,10,10
Will Hayward,tackles,0,20,22
Will White,tackles,0,6,8
Zac Bailey,tackles,0,22,26
Zach Guthrie,tackles,0,26,23
Zach Reid,tackles,0,17,16
Aaron Naughton,tackles,-0.5,23,22
Adam Treloar,tackles,-0.5,7,2
Alixzander Tauru,tackles,-0.5,4,6
Andrew McGrath,tackles,-0.5,22,21
Beau Addinsall,tackles,-0.5,4,5
Blake Acres,tackles,-0.5,14,15
Bodie Ryan,tackles,-0.5,3,2
Brandon Zerk-Thatcher,tackles,-0.5,9,8
Brodie Grundy,tackles,-0.5,20,23
Brodie Smith,tackles,-0.5,7,4
Caleb Daniel,tackles,-0.5,24,22
Caleb Poulter,tackles,-0.5,2,5
Callum Coleman-Jones,tackles,-0.5,4,2
Chad Warner,tackles,-0.5,22,23
Changkuoth Jiath,tackles,-0.5,13,22
Charlie Ballard,tackles,-0.5,2,10
Charlie Cameron,tackles,-0.5,22,26
Charlie Comben,tackles,-0.5,22,20
Charlie Spargo,tackles,-0.5,15,14
Cody Weightman,tackles,-0.5,5,4
Corey Durdin,tackles,-0.5,20,19
Darcy Fogarty,tackles,-0.5,20,18
Darcy Parish,tackles,-0.5,7,10
Harrison Oliver,tackles,-0.5,3,2
Harrison Ramm,tackles,-0.5,4,3
Harry Cunningham,tackles,-0.5,12,12
Harry McKay,tackles,-0.5,15,18
Hugh Boxshall,tackles,-0.5,10,11
Jack Buller,tackles,-0.5,11,8
Jack Payne,tackles,-0.5,7,6
Jack Steele,tackles,-0.5,23,22
Jackson Mead,tackles,-0.5,16,14
Jacob Blight,tackles,-0.5,4,3
Jai Culley,tackles,-0.5,5,6
Jed Bews,tackles,-0.5,2,2
Jesse Motlop,tackles,-0.5,12,11
Jhye Clark,tackles,-0.5,11,8
Jordan De Goey,tackles,-0.5,18,14
Josh Battle,tackles,-0.5,22,25
Kade Chandler,tackles,-0.5,23,22
Koltyn Tholstrup,tackles,-0.5,16,16
Kysaiah Pickett,tackles,-0.5,21,22
Lachie Neale,tackles,-0.5,20,25
Lachlan Gulbin,tackles,-0.5,4,8
Liam Duggan,tackles,-0.5,20,23
Liam Jones,tackles,-0.5,2,3
Liam Puncher,tackles,-0.5,4,4
Logan Evans,tackles,-0.5,14,15
Logan McDonald,tackles,-0.5,11,10
Luke Nankervis,tackles,-0.5,11,12
Luke Parker,tackles,-0.5,23,22
Mark Keane,tackles,-0.5,18,16
Matthew Cottrell,tackles,-0.5,10,8
Max Gruzewski,tackles,-0.5,10,12
Mitch Duncan,tackles,-0.5,5,4
Mitchell Edwards,tackles,-0.5,10,8
Mitchell Hinge,tackles,-0.5,14,11
Murphy Reid,tackles,-0.5,22,23
Nat Fyfe,tackles,-0.5,4,4
Patrick Lipinski,tackles,-0.5,24,18
Reilly O'Brien,tackles,-0.5,16,11
Reuben Ginbey,tackles,-0.5,18,18
Robert Hansen Jr,tackles,-0.5,6,6
Rory Laird,tackles,-0.5,22,18
Sam Davidson,tackles,-0.5,19,16
Sam Docherty,tackles,-0.5,9,6
Sam Walsh,tackles,-0.5,18,19
Scott Pendlebury,tackles,-0.5,23,16
Steely Green,tackles,-0.5,20,19
Thomas Edwards,tackles,-0.5,5,4
Tom Cochrane,tackles,-0.5,2,4
Tom McDonald,tackles,-0.5,13,14
Tyler Brockman,tackles,-0.5,10,10
Wil Dawson,tackles,-0.5,7,8
Wil Parker,tackles,-0.5,2,7
Xavier Bamert,tackles,-0.5,6,4
Zac Taylor,tackles,-0.5,22,16
Zach Merrett,tackles,-0.5,22,23
Zak Johnson,tackles,-0.5,8,8
Zeke Uwland,tackles,-0.5,7,10
Alex Davies,tackles,-1,8,6
Alex Sexton,tackles,-1,2,3
Andrew Brayshaw,tackles,-1,23,24
Bailey Scott,tackles,-1,8,7
Bailey Williams,tackles,-1,20,20
Ben King,tackles,-1,22,26
Ben McKay,tackles,-1,12,13
Ben Miller,tackles,-1,22,22
Bo Allan,tackles,-1,13,12
Bradley Hill,tackles,-1,23,22
Brynn Teakle,tackles,-1,1,3
Caiden Cleary,tackles,-1,10,11
Callum Ah Chee,tackles,-1,15,18
Cam Rayner,tackles,-1,23,27
Campbell Lake,tackles,-1,6,4
Cooper Hynes,tackles,-1,13,16
Cooper Lord,tackles,-1,15,15
Corey Warner,tackles,-1,9,10
Dan Houston,tackles,-1,23,21
Darcy Cameron,tackles,-1,25,22
Esava Ratugolea,tackles,-1,12,9
Harry Edwards,tackles,-1,9,10
Harry Schoenberg,tackles,-1,4,2
Harvey Johnston,tackles,-1,3,5
Henry Hustwaite,tackles,-1,3,2
Hugo Hall-Kahan,tackles,-1,5,6
Hussien El Achkar,tackles,-1,4,5
Isaac Cumming,tackles,-1,21,19
Isaac Quaynor,tackles,-1,23,22
Jack Buckley,tackles,-1,15,13
Jack Graham,tackles,-1,16,15
Jack Hutchinson,tackles,-1,11,11
Jack Ison,tackles,-1,4,4
Jack Williams,tackles,-1,13,12
Jacob Farrow,tackles,-1,11,10
Jacob Hopper,tackles,-1,18,17
Jai Murray,tackles,-1,5,4
Jake Lever,tackles,-1,15,15
Jake Melksham,tackles,-1,12,13
Jake Rogers,tackles,-1,7,11
James Jordon,tackles,-1,22,23
James Tunstill,tackles,-1,7,7
Jamie Cripps,tackles,-1,13,13
Jarrod Witts,tackles,-1,17,20
Jaspa Fletcher,tackles,-1,23,27
Jay Polkinghorne,tackles,-1,3,3
Jayden Laverde,tackles,-1,16,17
Jesse Dattoli,tackles,-1,4,2
Joel Fitzgerald,tackles,-1,5,5
Joel Hamling,tackles,-1,12,11
John Noble,tackles,-1,22,26
Jordan Dawson,tackles,-1,24,21
Josh Lai,tackles,-1,10,9
Jye Menzie,tackles,-1,5,5
Kaleb Smith,tackles,-1,3,5
Kyle Langford,tackles,-1,16,12
Lachie Ash,tackles,-1,24,23
Lachlan Blakiston,tackles,-1,13,15
Lachlan Murphy,tackles,-1,2,3
Lewis Melican,tackles,-1,16,11
Liam Reidy,tackles,-1,1,4
Lloyd Meek,tackles,-1,23,25
Logan Morris,tackles,-1,22,26
Luke Ryan,tackles,-1,23,23
Marc Pittonet,tackles,-1,14,13
Marcus Bontempelli,tackles,-1,19,21
Mark O'Connor,tackles,-1,25,20
Mason Cox,tackles,-1,12,14
Matthew Johnson,tackles,-1,19,21
Mitch McGovern,tackles,-1,20,20
Nasiah Wanganeen-Milera,tackles,-1,20,20
Neil Erasmus,tackles,-1,20,19
Oisin Mullin,tackles,-1,25,23
Ollie Lord,tackles,-1,8,8
Oskar Smartt,tackles,-1,2,2
Peter Ladhams,tackles,-1,6,6
Peter Wright,tackles,-1,20,17
Rhett Bazzo,tackles,-1,10,11
Rhys Stanley,tackles,-1,11,9
Riley Hardeman,tackles,-1,12,12
Ryan Lester,tackles,-1,21,24
Ryley Sanders,tackles,-1,20,22
Saad El-Hawli,tackles,-1,10,7
Sam Darcy,tackles,-1,11,12
Sam Flanders,tackles,-1,16,19
Sam Grlj,tackles,-1,9,12
Sid Draper,tackles,-1,5,5
Tim English,tackles,-1,19,19
Tyler Sonsie,tackles,-1,16,15
Wade Derksen,tackles,-1,5,9
Will Ashcroft,tackles,-1,23,27
Zac Williams,tackles,-1,16,12
Zak Butters,tackles,-1,20,17
Daniel Curtin,tackles,-1.5,22,19
Darcy Gardiner,tackles,-1.5,14,16
Darcy Jones,tackles,-1.5,12,11
David Swallow,tackles,-1.5,3,6
Elijah Hollands,tackles,-1.5,4,7
Hayden Young,tackles,-1.5,10,13
Jake Soligo,tackles,-1.5,24,21
Jaxon Binns,tackles,-1.5,2,3
Jye Caldwell,tackles,-1.5,16,12
Latrelle Pickett,tackles,-1.5,8,8
Louis Emmett,tackles,-1.5,3,4
Luamon Lual,tackles,-1.5,6,6
Nick Coffield,tackles,-1.5,8,9
Noah Long,tackles,-1.5,4,6
Phoenix Gothard,tackles,-1.5,8,8
Sam Clohesy,tackles,-1.5,10,16
Sam Marshall,tackles,-1.5,6,7
Seamus Mitchell,tackles,-1.5,2,2
Taj Hotton,tackles,-1.5,9,8
Tom Powell,tackles,-1.5,16,15
Tom Sparrow,tackles,-1.5,23,22
Will Day,tackles,-1.5,9,8
Will Lewis,tackles,-1.5,6,6
Will Lorenz,tackles,-1.5,3,6
Alix Tauru,tackles,-2,4,5
Blake Howes,tackles,-2,15,17
Bobby Hill,tackles,-2,9,5
Darcy Tucker,tackles,-2,4,3
Elijah Tsatas,tackles,-2,5,6
George Hewett,tackles,-2,21,21
Harrison Jones,tackles,-2,7,7
Harry Kyle,tackles,-2,5,5
Jack Henderson,tackles,-2,3,2
Josaia Delana,tackles,-2,5,7
Josh Dunkley,tackles,-2,23,27
Josh Kelly,tackles,-2,9,6
Lachlan McNeil,tackles,-2,15,16
Liam O'Connell,tackles,-2,11,9
Lincoln McCarthy,tackles,-2,3,5
Mitch Zadow,tackles,-2,5,4
Oliver Greeves,tackles,-2,2,2
Sullivan Robey,tackles,-2,7,8
Taylor Duryea,tackles,-2,3,2
Toby Bedford,tackles,-2,21,19
Tom Liberatore,tackles,-2,17,17
Travis Boak,tackles,-2,6,10
Liam Baker,tackles,-2.5,22,21
Matt Flynn,tackles,-2.5,12,10
Deven Robertson,tackles,-3,3,5
James Harmes,tackles,-3,7,6
Lachie Jaques,tackles,-3,7,3
Noah Mraz,tackles,-3,2,2
Riley Hamilton,tackles,-3,5,3
Matt Crouch,tackles,-4,4,2
Tom Mitchell,tackles,NA,0,4
Darcy Tucker,kicks,8,4,3
Balyn O'Brien,kicks,6,3,3
Brent Daniels,kicks,5.5,8,8
Bailey Scott,kicks,5,8,7
Jarman Impey,kicks,5,20,25
Joel Fitzgerald,kicks,5,5,5
Sam Powell-Pepper,kicks,5,9,7
Tyrell Dewar,kicks,5,7,9
Liam Jones,kicks,4.5,2,3
Billy Wilson,kicks,4,9,10
Daniel Turner,kicks,4,17,21
Harvey Gallagher,kicks,4,3,5
Malcolm Rosas,kicks,4,10,10
Mattaes Phillipou,kicks,4,11,18
Nick Coffield,kicks,4,8,9
Wade Derksen,kicks,4,5,9
Brodie Smith,kicks,3.5,7,4
Daniel Rioli,kicks,3.5,18,22
Hamish Davis,kicks,3.5,13,16
Jesse Dattoli,kicks,3.5,4,2
John Noble,kicks,3.5,22,26
Logan Evans,kicks,3.5,14,15
Sam Wicks,kicks,3.5,20,19
Tom Blamires,kicks,3.5,8,9
Will Lorenz,kicks,3.5,3,6
Brad Close,kicks,3,22,20
Brynn Teakle,kicks,3,1,3
Callum Coleman-Jones,kicks,3,4,2
Campbell Gray,kicks,3,3,10
Changkuoth Jiath,kicks,3,13,22
Christopher Scerri,kicks,3,4,5
Connor Rozee,kicks,3,13,10
Cooper Lord,kicks,3,15,15
Hayden McLean,kicks,3,12,17
Hugh Jackson,kicks,3,3,6
Izak Rankine,kicks,3,23,19
Jack Ison,kicks,3,4,4
Jasper Alger,kicks,3,6,6
Josh Sinn,kicks,3,11,9
Lachlan Cowan,kicks,3,18,18
Luke Trainor,kicks,3,16,17
Marcus Bontempelli,kicks,3,19,21
Matt Guelfi,kicks,3,7,8
Max Ramsden,kicks,3,2,4
Mitch Georgiades,kicks,3,23,21
Mitch Knevitt,kicks,3,3,6
Nick Blakey,kicks,3,22,23
Noah Balta,kicks,3,16,14
Rhys Unwin,kicks,3,5,2
Ryan Burton,kicks,3,5,3
Sam Walsh,kicks,3,18,19
Tom Hanily,kicks,3,6,7
Tom McCartin,kicks,3,20,20
Ty Gallop,kicks,3,9,15
Will Setterfield,kicks,3,11,13
Dion Prestia,kicks,2.5,14,15
Gryan Miers,kicks,2.5,21,18
Harry Armstrong,kicks,2.5,6,6
Jack Carroll,kicks,2.5,6,9
Jack Gunston,kicks,2.5,18,22
Jai Culley,kicks,2.5,5,6
Josh Rachele,kicks,2.5,19,18
Joshua Draper,kicks,2.5,4,7
Judd McVee,kicks,2.5,18,20
Lachlan McNeil,kicks,2.5,15,16
Lewis Melican,kicks,2.5,16,11
Noah Mraz,kicks,2.5,2,2
Oskar Smartt,kicks,2.5,2,2
Sam Banks,kicks,2.5,20,20
Steele Sidebottom,kicks,2.5,24,19
Taylor Duryea,kicks,2.5,3,2
Adam Cerra,kicks,2,19,20
Bayley Fritsch,kicks,2,20,23
Ben Paton,kicks,2,2,2
Billy Frampton,kicks,2,21,18
Blake Hardwick,kicks,2,23,26
Brady Hough,kicks,2,21,24
Brennan Cox,kicks,2,20,22
Cooper Harvey,kicks,2,7,7
Dougal Howard,kicks,2,7,3
Eric Hipwood,kicks,2,15,17
Finn Maginness,kicks,2,8,11
Finn O'Sullivan,kicks,2,19,22
Harrison Ramm,kicks,2,4,3
Hussien El Achkar,kicks,2,4,5
Isaac Heeney,kicks,2,22,21
Jack Buckley,kicks,2,15,13
Jack Henry,kicks,2,20,20
Jagga Smith,kicks,2,11,12
Jayden Nguyen,kicks,2,5,5
Jeremy McGovern,kicks,2,4,2
Jesse Motlop,kicks,2,12,11
Jordan Clark,kicks,2,23,24
Josh Lai,kicks,2,10,9
Kane Farrell,kicks,2,18,16
Keidean Coleman,kicks,2,7,7
Lachie Jaques,kicks,2,7,3
Lachie Weller,kicks,2,15,15
Lachy Dovaston,kicks,2,2,4
Lewis Young,kicks,2,11,14
Liam Fawcett,kicks,2,3,5
Luke Ryan,kicks,2,23,23
Mabior Chol,kicks,2,19,23
Mani Liddy,kicks,2,6,3
Mark O'Connor,kicks,2,25,20
Mason Redman,kicks,2,17,18
Mason Wood,kicks,2,19,22
Matt Flynn,kicks,2,12,10
Max Holmes,kicks,2,24,20
Max Michalanney,kicks,2,24,20
Oscar McInerney,kicks,2,5,9
Patrick Retschko,kicks,2,9,9
Sam Durham,kicks,2,19,21
Sean Darcy,kicks,2,11,13
Tyler Sonsie,kicks,2,16,15
Wayne Milera,kicks,2,24,18
Wil Powell,kicks,2,21,24
Bailey Laurie,kicks,1.5,11,6
Ben Ainsworth,kicks,1.5,22,25
Chad Warner,kicks,1.5,22,23
Elijah Tsatas,kicks,1.5,5,6
Ewan Mackinlay,kicks,1.5,8,7
Harrison Petty,kicks,1.5,20,18
Hunter Clark,kicks,1.5,10,10
Jack Martin,kicks,1.5,18,13
Jack Ough,kicks,1.5,3,2
Jackson Mead,kicks,1.5,16,14
Joe Berry,kicks,1.5,18,17
Joel Hamling,kicks,1.5,12,11
Josh Battle,kicks,1.5,22,25
Josh Treacy,kicks,1.5,23,24
Josh Worrell,kicks,1.5,25,22
Justin McInerney,kicks,1.5,18,12
Lachie Jones,kicks,1.5,20,18
Luke McDonald,kicks,1.5,17,16
Mark Keane,kicks,1.5,18,16
Murphy Reid,kicks,1.5,22,23
Nat Fyfe,kicks,1.5,4,4
Nate Caddy,kicks,1.5,20,19
Ryan Byrnes,kicks,1.5,18,14
Sam Marshall,kicks,1.5,6,7
Sandy Brock,kicks,1.5,8,12
Stephen Coniglio,kicks,1.5,17,14
Taylor Adams,kicks,1.5,2,2
Toby Murray,kicks,1.5,5,8
Wil Dawson,kicks,1.5,7,8
Zac Williams,kicks,1.5,16,12
Zach Guthrie,kicks,1.5,26,23
Alex Sexton,kicks,1,2,3
Andrew Brayshaw,kicks,1,23,24
Angus Hastie,kicks,1,10,6
Archer Day-Wicks,kicks,1,13,13
Bailey Macdonald,kicks,1,11,7
Bailey Smith,kicks,1,24,21
Ben King,kicks,1,22,26
Ben Miller,kicks,1,22,22
Blake Howes,kicks,1,15,17
Braeden Campbell,kicks,1,14,15
Brody Mihocek,kicks,1,17,15
Caleb Poulter,kicks,1,2,5
Callum Mills,kicks,1,16,18
Calsher Dear,kicks,1,7,7
Cameron Zurhaar,kicks,1,23,22
Charlie Cameron,kicks,1,22,26
Charlie West,kicks,1,5,4
Christian Salem,kicks,1,16,16
Clay Hall,kicks,1,5,8
Connor Macdonald,kicks,1,22,25
Conor Stone,kicks,1,8,9
Cooper Trembath,kicks,1,14,12
Dan Houston,kicks,1,23,21
Dane Rampe,kicks,1,17,19
Daniel Curtin,kicks,1,22,19
Dante Visentini,kicks,1,12,11
Darcy Cameron,kicks,1,25,22
Darcy Wilson,kicks,1,19,21
Dyson Sharp,kicks,1,8,7
Ed Langdon,kicks,1,23,23
Elliot Yeo,kicks,1,10,11
Flynn Young,kicks,1,6,5
George Wardlaw,kicks,1,16,13
Harley Reid,kicks,1,20,22
Harry Cunningham,kicks,1,12,12
Harry Kyle,kicks,1,5,5
Harry Morrison,kicks,1,15,18
Harry Rowston,kicks,1,11,11
Harvey Langford,kicks,1,23,22
Harvey Thomas,kicks,1,21,19
Hugo Ralphsmith,kicks,1,12,13
Isaac Quaynor,kicks,1,23,22
Jack Bowes,kicks,1,15,15
Jack Buller,kicks,1,11,8
Jack Crisp,kicks,1,25,23
Jack Ginnivan,kicks,1,23,24
Jack Silvagni,kicks,1,17,19
Jacob Hopper,kicks,1,18,17
Jacob van Rooyen,kicks,1,18,20
Jai Newcombe,kicks,1,23,26
Jake Melksham,kicks,1,12,13
Jake Riccardi,kicks,1,16,13
James Rowbottom,kicks,1,22,22
James Worpel,kicks,1,13,19
Jamie Cripps,kicks,1,13,13
Jason Horne-Francis,kicks,1,21,15
Jason Johannisen,kicks,1,8,8
Jaxon Prior,kicks,1,23,22
Jed McEntee,kicks,1,3,3
Jed Walter,kicks,1,14,20
Jedd Busslinger,kicks,1,8,7
Jeremy Sharp,kicks,1,7,9
Jesse Hogan,kicks,1,14,11
Jobe Shanahan,kicks,1,15,17
Joe Richards,kicks,1,23,19
Joel Amartey,kicks,1,12,11
Joel Jeffrey,kicks,1,22,25
Jordan Ridley,kicks,1,8,9
Josaia Delana,kicks,1,5,7
Josh Daicos,kicks,1,25,23
Josh Ward,kicks,1,23,25
Josh Weddle,kicks,1,17,21
Kaleb Smith,kicks,1,3,5
Kieren Briggs,kicks,1,19,19
Kysaiah Pickett,kicks,1,21,22
Lachie Fogarty,kicks,1,13,9
Lachie Neale,kicks,1,20,25
Laitham Vandermeer,kicks,1,9,12
Leonardo Lombard,kicks,1,13,14
Liam Stocker,kicks,1,17,18
Lincoln McCarthy,kicks,1,3,5
Lloyd Meek,kicks,1,23,25
Luke Cleary,kicks,1,11,7
Mason Cox,kicks,1,12,14
Massimo D'Ambrosio,kicks,1,23,26
Matt Roberts,kicks,1,19,18
Maurice Rioli,kicks,1,10,13
Max Gruzewski,kicks,1,10,12
Max Kondogiannis,kicks,1,7,5
Michael Frederick,kicks,1,21,21
Mitch Lewis,kicks,1,15,15
Mitchell Hinge,kicks,1,14,11
Nasiah Wanganeen-Milera,kicks,1,20,20
Nathan O'Driscoll,kicks,1,17,13
Ned Reeves,kicks,1,8,8
Nic Newman,kicks,1,7,9
Nick Holman,kicks,1,10,13
Noah Answerth,kicks,1,14,18
Noah Long,kicks,1,4,6
Oliver Dempsey,kicks,1,26,23
Oliver Henry,kicks,1,18,19
Oliver Wiltshire,kicks,1,7,9
Oscar Adams,kicks,1,13,8
Oskar Baker,kicks,1,7,11
Patrick Dangerfield,kicks,1,21,19
Rhett Bazzo,kicks,1,10,11
Rhys Stanley,kicks,1,11,9
Riley Hamilton,kicks,1,5,3
Rory Lobb,kicks,1,21,22
Ryan Lester,kicks,1,21,24
Sam Clohesy,kicks,1,10,16
Sam Davidson,kicks,1,19,16
Seth Campbell,kicks,1,22,23
Sid Draper,kicks,1,5,5
Toby Bedford,kicks,1,21,19
Tom Barrass,kicks,1,21,23
Tom Cochrane,kicks,1,2,4
Touk Miller,kicks,1,21,25
Tylar Young,kicks,1,15,15
Tyson Stengle,kicks,1,13,11
Will Ashcroft,kicks,1,23,27
Will McLachlan,kicks,1,3,4
Will Phillips,kicks,1,2,5
Willem Drew,kicks,1,24,21
William Hayes,kicks,1,3,8
Xavier Duursma,kicks,1,19,21
Zac Bailey,kicks,1,22,26
Zac Banch,kicks,1,6,6
Aidan Corr,kicks,0.5,14,12
Alex Neal-Bullen,kicks,0.5,26,20
Alixzander Tauru,kicks,0.5,4,6
Archie Perkins,kicks,0.5,17,20
Ashton Moir,kicks,0.5,5,6
Beau Addinsall,kicks,0.5,4,5
Ben Keays,kicks,0.5,26,22
Bo Allan,kicks,0.5,13,12
Bodhi Uwland,kicks,0.5,22,26
Bradley Hill,kicks,0.5,23,22
Caleb Windsor,kicks,0.5,19,18
Callum Ah Chee,kicks,0.5,15,18
Callum Brown,kicks,0.5,20,20
Campbell Chesser,kicks,0.5,4,3
Charlie Curnow,kicks,0.5,22,18
Charlie Spargo,kicks,0.5,15,14
Darcy Byrne-Jones,kicks,0.5,22,22
Darcy Fort,kicks,0.5,20,23
Dylan Stephens,kicks,0.5,24,21
Finn Callaghan,kicks,0.5,20,20
Finnbar Maley,kicks,0.5,8,5
Flynn Perez,kicks,0.5,6,1
Harris Andrews,kicks,0.5,22,25
Harry Sharp,kicks,0.5,20,21
Jack Graham,kicks,0.5,16,15
Jack Watkins,kicks,0.5,7,4
Jacob Newton,kicks,0.5,2,3
Jake Waterman,kicks,0.5,15,16
James Peatling,kicks,0.5,24,20
Jayden Short,kicks,0.5,19,18
Jeremy Cameron,kicks,0.5,24,19
Jhye Clark,kicks,0.5,11,8
Jordan Croft,kicks,0.5,10,9
Jordon Butts,kicks,0.5,9,10
Josh Dolan,kicks,0.5,14,8
Kamdyn McIntosh,kicks,0.5,12,11
Koltyn Tholstrup,kicks,0.5,16,16
Kyle Langford,kicks,0.5,16,12
Lachlan Sullivan,kicks,0.5,8,8
Latrelle Pickett,kicks,0.5,8,8
Logan Morris,kicks,0.5,22,26
Luamon Lual,kicks,0.5,6,6
Luke Davies-Uniacke,kicks,0.5,24,21
Mac Andrew,kicks,0.5,22,25
Matt Crouch,kicks,0.5,4,2
Matthew Carroll,kicks,0.5,15,12
Max Heath,kicks,0.5,5,6
Milan Murdock,kicks,0.5,10,10
Mitch Zadow,kicks,0.5,5,4
Ned Moyle,kicks,0.5,10,9
Nick Bryan,kicks,0.5,9,8
Nick Haynes,kicks,0.5,20,21
Ollie Lord,kicks,0.5,8,8
Peter Ladhams,kicks,0.5,6,6
Sam Berry,kicks,0.5,23,18
Sam Butler,kicks,0.5,6,8
Sam Darcy,kicks,0.5,11,12
Sullivan Robey,kicks,0.5,7,8
Thomas Sims,kicks,0.5,5,6
Tim Kelly,kicks,0.5,22,19
Tim Taranto,kicks,0.5,22,21
Toby McMullin,kicks,0.5,8,11
Todd Goldstein,kicks,0.5,8,8
Tom Brown,kicks,0.5,22,19
Tom Lynch,kicks,0.5,18,13
Tyler Brockman,kicks,0.5,10,10
Zac Fisher,kicks,0.5,6,2
Zach Merrett,kicks,0.5,22,23
Aaron Naughton,kicks,0,23,22
Alex Pearce,kicks,0,17,19
Aliir Aliir,kicks,0,23,21
Angus Anderson,kicks,0,7,9
Anthony Caminiti,kicks,0,21,20
Archer Reid,kicks,0,9,11
Arthur Jones,kicks,0,13,9
Bailey Dale,kicks,0,20,21
Bailey Humphrey,kicks,0,20,23
Bailey J. Williams,kicks,0,15,20
Ben Hobbs,kicks,0,7,11
Ben Jepson,kicks,0,2,4
Ben Long,kicks,0,21,24
Brandon Starcevich,kicks,0,10,15
Brandon Zerk-Thatcher,kicks,0,9,8
Brayden Cook,kicks,0,13,12
Buku Khamis,kicks,0,18,19
Caiden Cleary,kicks,0,10,11
Cam Rayner,kicks,0,23,27
Charlie Comben,kicks,0,22,20
Connor Budarick,kicks,0,13,20
Conor Nash,kicks,0,15,17
Cooper Sharman,kicks,0,21,21
Corey Wagner,kicks,0,15,15
Dan Butler,kicks,0,8,8
Darcy Moore,kicks,0,14,12
