match,market_name,player_name,player_team,under_line,opposition_team,over_price,over_agency,under_price,under_agency,over_line,margin
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.31,Sportsbet,1.85,Neds,19.5,-30.38993191664945
Brisbane Lions v Adelaide Crows,Player Disposals,Hugo Hall-Kahan,Adelaide Crows,17.5,Brisbane Lions,1.3,Neds,1.87,Sportsbet,14.5,-30.39901275195391
Brisbane Lions v Adelaide Crows,Player Disposals,Hugo Hall-Kahan,Adelaide Crows,17.5,Brisbane Lions,1.3,Neds,1.87,Neds,14.5,-30.39901275195391
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.3,Sportsbet,1.87,Pointsbet,23.5,-30.39901275195391
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.3,Sportsbet,1.87,Neds,23.5,-30.39901275195391
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.3,Neds,1.87,Pointsbet,24.5,-30.39901275195391
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.3,Sportsbet,1.87,Pointsbet,25.5,-30.39901275195391
Brisbane Lions v Adelaide Crows,Player Disposals,Logan Morris,Brisbane Lions,11.5,Adelaide Crows,1.3,TAB,1.87,Sportsbet,9.5,-30.39901275195391
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.3,TAB,1.87,Pointsbet,19.5,-30.39901275195391
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.3,BetRight,1.87,Pointsbet,19.5,-30.39901275195391
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,23.5,Adelaide Crows,1.28,Sportsbet,1.91,Sportsbet,20.5,-30.481020942408364
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.33,BetRight,1.8075,Betfair,19.5,-30.51300450295864
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.24,BetRight,2,Sportsbet,19.5,-30.645161290322598
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.24,TAB,2,Sportsbet,19.5,-30.645161290322598
Brisbane Lions v Adelaide Crows,Player Disposals,Jaspa Fletcher,Brisbane Lions,17.5,Adelaide Crows,1.26,Neds,1.95,Neds,14.5,-30.64713064713065
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.36,Pointsbet,1.7505,Betfair,14.5,-30.655947040341402
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.31,Pointsbet,1.84,Sportsbet,16.5,-30.683703949551933
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.33,Neds,1.8,Sportsbet,24.5,-30.743525480367584
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.28,Sportsbet,1.9,Neds,16.5,-30.756578947368407
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,29.5,Adelaide Crows,1.32,Neds,1.817,Betfair,24.5,-30.793349010189974
Brisbane Lions v Adelaide Crows,Player Disposals,Jake Soligo,Adelaide Crows,16.5,Brisbane Lions,1.3,Sportsbet,1.85,Neds,13.5,-30.97713097713095
Brisbane Lions v Adelaide Crows,Player Disposals,Jake Soligo,Adelaide Crows,16.5,Brisbane Lions,1.3,TAB,1.85,Neds,14.5,-30.97713097713095
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.3,TAB,1.85,Sportsbet,19.5,-30.97713097713095
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.3,TAB,1.85,Neds,19.5,-30.97713097713095
Brisbane Lions v Adelaide Crows,Player Disposals,Hugo Hall-Kahan,Adelaide Crows,17.5,Brisbane Lions,1.29,BetRight,1.87,Sportsbet,14.5,-30.995315673838242
Brisbane Lions v Adelaide Crows,Player Disposals,Hugo Hall-Kahan,Adelaide Crows,17.5,Brisbane Lions,1.29,Pointsbet,1.87,Sportsbet,14.5,-30.995315673838242
Brisbane Lions v Adelaide Crows,Player Disposals,Hugo Hall-Kahan,Adelaide Crows,17.5,Brisbane Lions,1.29,BetRight,1.87,Neds,14.5,-30.995315673838242
Brisbane Lions v Adelaide Crows,Player Disposals,Hugo Hall-Kahan,Adelaide Crows,17.5,Brisbane Lions,1.29,Pointsbet,1.87,Neds,14.5,-30.995315673838242
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.29,Pointsbet,1.87,Pointsbet,24.5,-30.995315673838242
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,28.5,Adelaide Crows,1.29,Pointsbet,1.87,Pointsbet,24.5,-30.995315673838242
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,21.5,Brisbane Lions,1.36,Sportsbet,1.74,Sportsbet,18.5,-31.000676132521974
Brisbane Lions v Adelaide Crows,Player Disposals,Harris Andrews,Brisbane Lions,13.5,Adelaide Crows,1.25,Pointsbet,1.96,Sportsbet,11.5,-31.020408163265323
Brisbane Lions v Adelaide Crows,Player Disposals,Levi Ashcroft,Brisbane Lions,18.5,Adelaide Crows,1.27,Pointsbet,1.91,Neds,15.5,-31.09617842272332
Brisbane Lions v Adelaide Crows,Player Disposals,Jaspa Fletcher,Brisbane Lions,17.5,Adelaide Crows,1.25,BetRight,1.95,Neds,14.5,-31.282051282051306
Brisbane Lions v Adelaide Crows,Player Disposals,Jaspa Fletcher,Brisbane Lions,17.5,Adelaide Crows,1.25,Sportsbet,1.95,Neds,14.5,-31.282051282051306
Brisbane Lions v Adelaide Crows,Player Disposals,Kai Lohmann,Brisbane Lions,12.5,Adelaide Crows,1.36,Pointsbet,1.73,Sportsbet,10.5,-31.332879972798366
Brisbane Lions v Adelaide Crows,Player Disposals,Alex Neal-Bullen,Adelaide Crows,15.5,Brisbane Lions,1.27,Pointsbet,1.9,Neds,12.5,-31.37173642768336
Brisbane Lions v Adelaide Crows,Player Disposals,Cam Rayner,Brisbane Lions,14.5,Adelaide Crows,1.22,Neds,2.02,Sportsbet,11.5,-31.472163609803605
Brisbane Lions v Adelaide Crows,Player Disposals,Cam Rayner,Brisbane Lions,14.5,Adelaide Crows,1.25,Pointsbet,1.94,Neds,12.5,-31.546391752577343
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,28.5,Adelaide Crows,1.29,Pointsbet,1.85,Neds,24.5,-31.573433899015278
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,23.5,Adelaide Crows,1.28,Sportsbet,1.87,Pointsbet,20.5,-31.600935828877
Brisbane Lions v Adelaide Crows,Player Disposals,Hugo Hall-Kahan,Adelaide Crows,17.5,Brisbane Lions,1.28,Sportsbet,1.87,Sportsbet,14.5,-31.600935828877
Brisbane Lions v Adelaide Crows,Player Disposals,Hugo Hall-Kahan,Adelaide Crows,17.5,Brisbane Lions,1.28,Sportsbet,1.87,Neds,14.5,-31.600935828877
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,29.5,Adelaide Crows,1.32,Neds,1.79,Sportsbet,24.5,-31.62349754528524
Brisbane Lions v Adelaide Crows,Player Disposals,Levi Ashcroft,Brisbane Lions,18.5,Adelaide Crows,1.27,Pointsbet,1.89,Sportsbet,15.5,-31.65021039036788
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.31,Sportsbet,1.8075,Betfair,19.5,-31.660912440742006
Brisbane Lions v Adelaide Crows,Player Disposals,Jaspa Fletcher,Brisbane Lions,17.5,Adelaide Crows,1.26,Neds,1.91,Sportsbet,14.5,-31.72110030748774
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Worrell,Adelaide Crows,19.5,Brisbane Lions,1.34,Sportsbet,1.75,Sportsbet,16.5,-31.769722814498923
Brisbane Lions v Adelaide Crows,Player Disposals,Jake Soligo,Adelaide Crows,16.5,Brisbane Lions,1.3,Sportsbet,1.82,Sportsbet,13.5,-31.868131868131844
Brisbane Lions v Adelaide Crows,Player Disposals,Jake Soligo,Adelaide Crows,16.5,Brisbane Lions,1.3,TAB,1.82,Sportsbet,14.5,-31.868131868131844
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.24,BetRight,1.95,Pointsbet,19.5,-31.927212572373875
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.24,TAB,1.95,Pointsbet,19.5,-31.927212572373875
Brisbane Lions v Adelaide Crows,Player Disposals,Alex Neal-Bullen,Adelaide Crows,15.5,Brisbane Lions,1.27,Pointsbet,1.88,Sportsbet,12.5,-31.93164684201708
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.27,Pointsbet,1.88,Sportsbet,22.5,-31.93164684201708
Brisbane Lions v Adelaide Crows,Player Disposals,Jarrod Berry,Brisbane Lions,18.5,Adelaide Crows,1.22,Sportsbet,2,Sportsbet,15.5,-31.967213114754102
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.22,Sportsbet,2,Sportsbet,19.5,-31.967213114754102
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.26,BetRight,1.9,Sportsbet,24.5,-31.996658312447778
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.26,BetRight,1.9,Neds,24.5,-31.996658312447778
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,22.5,Adelaide Crows,1.25,Pointsbet,1.92,Neds,19.5,-32.08333333333333
Brisbane Lions v Adelaide Crows,Player Disposals,Ryan Lester,Brisbane Lions,14.5,Adelaide Crows,1.25,Pointsbet,1.92,Neds,11.5,-32.08333333333333
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.29,Pointsbet,1.83,Neds,19.5,-32.164188588130614
Brisbane Lions v Adelaide Crows,Player Disposals,Jake Soligo,Adelaide Crows,16.5,Brisbane Lions,1.28,Neds,1.85,Neds,13.5,-32.179054054054035
Brisbane Lions v Adelaide Crows,Player Disposals,Brayden Cook,Adelaide Crows,15.5,Brisbane Lions,1.27,Pointsbet,1.87,Neds,12.5,-32.21609330919195
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.27,Pointsbet,1.87,Pointsbet,24.5,-32.21609330919195
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.27,Pointsbet,1.87,Pointsbet,22.5,-32.21609330919195
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.27,Pointsbet,1.87,Neds,22.5,-32.21609330919195
Brisbane Lions v Adelaide Crows,Player Disposals,Ben Keays,Adelaide Crows,12.5,Brisbane Lions,1.22,Pointsbet,1.99,Sportsbet,10.5,-32.21846939616113
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.3,TAB,1.8075,Betfair,19.5,-32.248111501223505
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.31,Pointsbet,1.7885,Betfair,16.5,-32.24865393192724
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.22,Pointsbet,1.988,Betfair,23.5,-32.269023979945246
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.22,Sportsbet,1.988,Betfair,24.5,-32.269023979945246
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.22,TAB,1.988,Betfair,24.5,-32.269023979945246
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,23.5,Adelaide Crows,1.25,Pointsbet,1.91,Sportsbet,19.5,-32.35602094240839
Brisbane Lions v Adelaide Crows,Player Disposals,Jaspa Fletcher,Brisbane Lions,17.5,Adelaide Crows,1.25,BetRight,1.91,Sportsbet,14.5,-32.35602094240839
Brisbane Lions v Adelaide Crows,Player Disposals,Jaspa Fletcher,Brisbane Lions,17.5,Adelaide Crows,1.25,Sportsbet,1.91,Sportsbet,14.5,-32.35602094240839
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.25,Sportsbet,1.91,Neds,18.5,-32.35602094240839
Brisbane Lions v Adelaide Crows,Player Disposals,Darcy Wilmot,Brisbane Lions,18.5,Adelaide Crows,1.22,Sportsbet,1.98,Sportsbet,15.5,-32.47226361980462
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.28,Sportsbet,1.84,Sportsbet,16.5,-32.472826086956516
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.3,BetRight,1.8,Sportsbet,19.5,-32.47863247863248
Brisbane Lions v Adelaide Crows,Player Disposals,Brayden Cook,Adelaide Crows,15.5,Brisbane Lions,1.27,Pointsbet,1.86,Sportsbet,12.5,-32.503598340530004
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,29.5,Adelaide Crows,1.29,Pointsbet,1.817,Betfair,24.5,-32.55515309757544
Brisbane Lions v Adelaide Crows,Player Disposals,Alex Neal-Bullen,Adelaide Crows,15.5,Brisbane Lions,1.25,Sportsbet,1.9,Neds,12.5,-32.63157894736843
Brisbane Lions v Adelaide Crows,Player Disposals,Harris Andrews,Brisbane Lions,13.5,Adelaide Crows,1.25,Pointsbet,1.9,Neds,11.5,-32.63157894736843
Brisbane Lions v Adelaide Crows,Player Disposals,Jake Soligo,Adelaide Crows,16.5,Brisbane Lions,1.27,Pointsbet,1.85,Neds,13.5,-32.79421153436899
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,21.5,Brisbane Lions,1.27,Pointsbet,1.85,Neds,17.5,-32.79421153436899
Brisbane Lions v Adelaide Crows,Player Disposals,Cam Rayner,Brisbane Lions,14.5,Adelaide Crows,1.2,Sportsbet,2.02,Sportsbet,11.5,-32.838283828382856
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.26,Neds,1.87,Neds,13.5,-32.841015193956345
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.26,TAB,1.87,Neds,14.5,-32.841015193956345
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.26,BetRight,1.87,Pointsbet,24.5,-32.841015193956345
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.26,BetRight,1.87,Pointsbet,24.5,-32.841015193956345
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.24,Pointsbet,1.91,Neds,18.5,-33.00118223273096
Brisbane Lions v Adelaide Crows,Player Disposals,Jake Soligo,Adelaide Crows,16.5,Brisbane Lions,1.28,Neds,1.82,Sportsbet,13.5,-33.07005494505493
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.26,Neds,1.86,Sportsbet,13.5,-33.1285202252944
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.26,TAB,1.86,Sportsbet,14.5,-33.1285202252944
Brisbane Lions v Adelaide Crows,Player Disposals,Darcy Wilmot,Brisbane Lions,18.5,Adelaide Crows,1.21,Pointsbet,1.98,Sportsbet,15.5,-33.149678604224064
Brisbane Lions v Adelaide Crows,Player Disposals,Jaspa Fletcher,Brisbane Lions,18.5,Adelaide Crows,1.31,Pointsbet,1.76,Betfair,15.5,-33.15405968077725
Brisbane Lions v Adelaide Crows,Player Disposals,Alex Neal-Bullen,Adelaide Crows,15.5,Brisbane Lions,1.25,Sportsbet,1.88,Sportsbet,12.5,-33.19148936170213
Brisbane Lions v Adelaide Crows,Player Disposals,Ryan Lester,Brisbane Lions,14.5,Adelaide Crows,1.25,Pointsbet,1.88,Sportsbet,11.5,-33.19148936170213
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.22,Sportsbet,1.95,Pointsbet,19.5,-33.24926439680538
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.27,Pointsbet,1.83,Neds,24.5,-33.38496622348435
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,29.5,Adelaide Crows,1.29,Pointsbet,1.79,Sportsbet,24.5,-33.385301632670725
Brisbane Lions v Adelaide Crows,Player Disposals,Darcy Wilmot,Brisbane Lions,19.5,Adelaide Crows,1.35,Sportsbet,1.684,Betfair,16.5,-33.456496876924426
Brisbane Lions v Adelaide Crows,Player Disposals,Brayden Cook,Adelaide Crows,15.5,Brisbane Lions,1.25,Sportsbet,1.87,Neds,12.5,-33.475935828877
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.25,Sportsbet,1.87,Neds,13.5,-33.475935828877
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,23.5,Adelaide Crows,1.25,Pointsbet,1.87,Pointsbet,19.5,-33.475935828877
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.25,Sportsbet,1.87,Pointsbet,24.5,-33.475935828877
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,28.5,Adelaide Crows,1.25,Sportsbet,1.87,Pointsbet,25.5,-33.475935828877
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.25,Sportsbet,1.87,Pointsbet,18.5,-33.475935828877
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Worrell,Adelaide Crows,19.5,Brisbane Lions,1.31,Pointsbet,1.75,Sportsbet,16.5,-33.478735005452556
Brisbane Lions v Adelaide Crows,Player Disposals,Cam Rayner,Brisbane Lions,14.5,Adelaide Crows,1.22,Neds,1.94,Neds,11.5,-33.513604867331416
Brisbane Lions v Adelaide Crows,Player Disposals,Darcy Wilmot,Brisbane Lions,18.5,Adelaide Crows,1.22,Sportsbet,1.94,Neds,15.5,-33.513604867331416
Brisbane Lions v Adelaide Crows,Player Disposals,Mark Keane,Adelaide Crows,14.5,Brisbane Lions,1.24,Neds,1.89,Sportsbet,11.5,-33.5552142003755
Brisbane Lions v Adelaide Crows,Player Disposals,Mark Keane,Adelaide Crows,14.5,Brisbane Lions,1.24,Pointsbet,1.89,Sportsbet,12.5,-33.5552142003755
Brisbane Lions v Adelaide Crows,Player Disposals,Jake Soligo,Adelaide Crows,16.5,Brisbane Lions,1.27,Pointsbet,1.82,Sportsbet,13.5,-33.68521242536988
Brisbane Lions v Adelaide Crows,Player Disposals,Brayden Cook,Adelaide Crows,15.5,Brisbane Lions,1.25,Sportsbet,1.86,Sportsbet,12.5,-33.763440860215056
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.25,Sportsbet,1.86,Sportsbet,13.5,-33.763440860215056
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.26,BetRight,1.83,Neds,24.5,-34.00988810824877
Brisbane Lions v Adelaide Crows,Player Disposals,Jarrod Berry,Brisbane Lions,18.5,Adelaide Crows,1.19,Pointsbet,2,Sportsbet,14.5,-34.033613445378165
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.19,Pointsbet,2,Sportsbet,18.5,-34.033613445378165
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.28,Sportsbet,1.7885,Betfair,16.5,-34.03777606933183
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Worrell,Adelaide Crows,18.5,Brisbane Lions,1.22,Sportsbet,1.92,Neds,15.5,-34.050546448087445
Brisbane Lions v Adelaide Crows,Player Disposals,Ryan Lester,Brisbane Lions,14.5,Adelaide Crows,1.22,Neds,1.92,Neds,11.5,-34.050546448087445
Brisbane Lions v Adelaide Crows,Player Disposals,Ryan Lester,Brisbane Lions,14.5,Adelaide Crows,1.22,Sportsbet,1.92,Neds,11.5,-34.050546448087445
Brisbane Lions v Adelaide Crows,Player Disposals,Luke Nankervis,Adelaide Crows,14.5,Brisbane Lions,1.25,Sportsbet,1.85,Sportsbet,11.5,-34.05405405405406
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,21.5,Brisbane Lions,1.25,Neds,1.85,Neds,17.5,-34.05405405405406
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,21.5,Brisbane Lions,1.25,Sportsbet,1.85,Neds,17.5,-34.05405405405406
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,28.5,Adelaide Crows,1.25,Sportsbet,1.85,Neds,25.5,-34.05405405405406
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Worrell,Adelaide Crows,19.5,Brisbane Lions,1.3,Neds,1.75,Sportsbet,15.5,-34.06593406593406
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.24,Pointsbet,1.87,Neds,13.5,-34.1210971191996
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.24,Pointsbet,1.87,Pointsbet,18.5,-34.1210971191996
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.24,Pointsbet,1.87,Pointsbet,18.5,-34.1210971191996
Brisbane Lions v Adelaide Crows,Player Disposals,Darcy Wilmot,Brisbane Lions,18.5,Adelaide Crows,1.21,Pointsbet,1.94,Neds,15.5,-34.19101985175088
Brisbane Lions v Adelaide Crows,Player Disposals,Ben Keays,Adelaide Crows,12.5,Brisbane Lions,1.19,Neds,1.99,Sportsbet,9.5,-34.284869726785196
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.27,Pointsbet,1.8,Sportsbet,24.5,-34.29571303587051
Brisbane Lions v Adelaide Crows,Player Disposals,Jarrod Berry,Brisbane Lions,18.5,Adelaide Crows,1.22,Sportsbet,1.91,Neds,15.5,-34.323234057162466
Brisbane Lions v Adelaide Crows,Player Disposals,Levi Ashcroft,Brisbane Lions,18.5,Adelaide Crows,1.22,Sportsbet,1.91,Neds,15.5,-34.323234057162466
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.19,Neds,1.988,Betfair,23.5,-34.33542431056931
Brisbane Lions v Adelaide Crows,Player Disposals,Harris Andrews,Brisbane Lions,13.5,Adelaide Crows,1.2,Sportsbet,1.96,Sportsbet,10.5,-34.353741496598644
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.24,Pointsbet,1.86,Sportsbet,13.5,-34.40860215053765
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,20.5,Brisbane Lions,1.18,Pointsbet,2.0069999999999997,Betfair,16.5,-34.571373075591374
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.22,Pointsbet,1.9,Sportsbet,23.5,-34.598792062122506
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.22,Sportsbet,1.9,Sportsbet,24.5,-34.598792062122506
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.22,TAB,1.9,Sportsbet,24.5,-34.598792062122506
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.22,Pointsbet,1.9,Neds,23.5,-34.598792062122506
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.22,Sportsbet,1.9,Neds,24.5,-34.598792062122506
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.22,TAB,1.9,Neds,24.5,-34.598792062122506
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.22,Neds,1.9,Neds,15.5,-34.598792062122506
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.25,Sportsbet,1.83,Neds,24.5,-34.6448087431694
Brisbane Lions v Adelaide Crows,Player Disposals,Luke Nankervis,Adelaide Crows,14.5,Brisbane Lions,1.24,Pointsbet,1.85,Sportsbet,11.5,-34.69921534437663
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.24,Pointsbet,1.85,Sportsbet,18.5,-34.69921534437663
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.24,Pointsbet,1.85,Neds,18.5,-34.69921534437663
Brisbane Lions v Adelaide Crows,Player Disposals,Kai Lohmann,Brisbane Lions,12.5,Adelaide Crows,1.3,Sportsbet,1.73,Sportsbet,9.5,-34.726545131169395
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,22.5,Adelaide Crows,1.21,BetRight,1.92,Neds,19.5,-34.727961432506895
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Worrell,Adelaide Crows,18.5,Brisbane Lions,1.21,Pointsbet,1.92,Neds,15.5,-34.727961432506895
Brisbane Lions v Adelaide Crows,Player Disposals,Jarrod Berry,Brisbane Lions,18.5,Adelaide Crows,1.18,Neds,2,Sportsbet,14.5,-34.7457627118644
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.18,Neds,2,Sportsbet,17.5,-34.7457627118644
Brisbane Lions v Adelaide Crows,Player Disposals,Levi Ashcroft,Brisbane Lions,18.5,Adelaide Crows,1.22,Sportsbet,1.89,Sportsbet,15.5,-34.87726602480703
