match,home_team,away_team,date,line,player_name,player_team,opposition_team,over_price,under_price,agency,market_name
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,1.5,Gryan Miers,Geelong Cats,Adelaide Crows,7.75,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,2.5,Gryan Miers,Geelong Cats,Adelaide Crows,31,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Izak Rankine,Adelaide Crows,Geelong Cats,1.22,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,1.5,Izak Rankine,Adelaide Crows,Geelong Cats,1.78,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,2.5,Izak Rankine,Adelaide Crows,Geelong Cats,3.25,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,3.5,Izak Rankine,Adelaide Crows,Geelong Cats,7.5,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,4.5,Izak Rankine,Adelaide Crows,Geelong Cats,17,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,5.5,Izak Rankine,Adelaide Crows,Geelong Cats,51,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Jack Henry,Geelong Cats,Adelaide Crows,3,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Jake Kolodjashnij,Geelong Cats,Adelaide Crows,4.5,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Jake Soligo,Adelaide Crows,Geelong Cats,2.25,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Jeremy Cameron,Geelong Cats,Adelaide Crows,1.08,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,1.5,Jeremy Cameron,Geelong Cats,Adelaide Crows,1.5,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,2.5,Jeremy Cameron,Geelong Cats,Adelaide Crows,2.5,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,3.5,Jeremy Cameron,Geelong Cats,Adelaide Crows,5,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,4.5,Jeremy Cameron,Geelong Cats,Adelaide Crows,12,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,5.5,Jeremy Cameron,Geelong Cats,Adelaide Crows,34,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Jhye Clark,Geelong Cats,Adelaide Crows,3.25,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Jordan Dawson,Adelaide Crows,Geelong Cats,3.25,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,1.5,Jordan Dawson,Adelaide Crows,Geelong Cats,9,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Jordon Butts,Adelaide Crows,Geelong Cats,4,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Josh Rachele,Adelaide Crows,Geelong Cats,1.28,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,1.5,Josh Rachele,Adelaide Crows,Geelong Cats,2.3,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,2.5,Josh Rachele,Adelaide Crows,Geelong Cats,5.15,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,3.5,Josh Rachele,Adelaide Crows,Geelong Cats,13,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,4.5,Josh Rachele,Adelaide Crows,Geelong Cats,41,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Josh Worrell,Adelaide Crows,Geelong Cats,4,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Lachlan Murphy,Adelaide Crows,Geelong Cats,2,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,1.5,Lachlan Murphy,Adelaide Crows,Geelong Cats,6,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Luke Pedlar,Adelaide Crows,Geelong Cats,1.44,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,1.5,Luke Pedlar,Adelaide Crows,Geelong Cats,3.1,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,2.5,Luke Pedlar,Adelaide Crows,Geelong Cats,8,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,3.5,Luke Pedlar,Adelaide Crows,Geelong Cats,21,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,4.5,Luke Pedlar,Adelaide Crows,Geelong Cats,67,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Mark Blicavs,Geelong Cats,Adelaide Crows,2.65,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,1.5,Mark Blicavs,Geelong Cats,Adelaide Crows,15,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Mark Keane,Adelaide Crows,Geelong Cats,4,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Mark O'Connor,Geelong Cats,Adelaide Crows,4.5,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Matt Crouch,Adelaide Crows,Geelong Cats,3.5,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Max Holmes,Geelong Cats,Adelaide Crows,3.5,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Max Michalanney,Adelaide Crows,Geelong Cats,4,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Mitch Duncan,Geelong Cats,Adelaide Crows,3.75,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Mitchell Hinge,Adelaide Crows,Geelong Cats,3.75,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Ned McHenry,Adelaide Crows,Geelong Cats,1.85,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Oisin Mullin,Geelong Cats,Adelaide Crows,2.5,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Oliver Dempsey,Geelong Cats,Adelaide Crows,1.44,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,1.5,Oliver Dempsey,Geelong Cats,Adelaide Crows,3.5,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,2.5,Oliver Dempsey,Geelong Cats,Adelaide Crows,10,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,3.5,Oliver Dempsey,Geelong Cats,Adelaide Crows,21,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Oliver Henry,Geelong Cats,Adelaide Crows,1.25,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,1.5,Oliver Henry,Geelong Cats,Adelaide Crows,2.2,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,2.5,Oliver Henry,Geelong Cats,Adelaide Crows,4.5,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,3.5,Oliver Henry,Geelong Cats,Adelaide Crows,9,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,4.5,Oliver Henry,Geelong Cats,Adelaide Crows,21,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,5.5,Oliver Henry,Geelong Cats,Adelaide Crows,101,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Patrick Dangerfield,Geelong Cats,Adelaide Crows,2.25,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,1.5,Patrick Dangerfield,Geelong Cats,Adelaide Crows,8.5,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,2.5,Patrick Dangerfield,Geelong Cats,Adelaide Crows,34,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Reilly O'Brien,Adelaide Crows,Geelong Cats,4,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Rhys Stanley,Geelong Cats,Adelaide Crows,4,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Rory Laird,Adelaide Crows,Geelong Cats,4,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Sam Berry,Adelaide Crows,Geelong Cats,1.72,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,1.5,Sam Berry,Adelaide Crows,Geelong Cats,5.75,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,2.5,Sam Berry,Adelaide Crows,Geelong Cats,17,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Sam De Koning,Geelong Cats,Adelaide Crows,4,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Shaun Mannagh,Geelong Cats,Adelaide Crows,1.65,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Taylor Walker,Adelaide Crows,Geelong Cats,1.04,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,1.5,Taylor Walker,Adelaide Crows,Geelong Cats,1.23,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,2.5,Taylor Walker,Adelaide Crows,Geelong Cats,1.7,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,3.5,Taylor Walker,Adelaide Crows,Geelong Cats,2.75,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,4.5,Taylor Walker,Adelaide Crows,Geelong Cats,5,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,5.5,Taylor Walker,Adelaide Crows,Geelong Cats,11,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Tom Atkins,Geelong Cats,Adelaide Crows,3.75,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Tom Hawkins,Geelong Cats,Adelaide Crows,1.12,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,1.5,Tom Hawkins,Geelong Cats,Adelaide Crows,1.56,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,2.5,Tom Hawkins,Geelong Cats,Adelaide Crows,2.75,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,3.5,Tom Hawkins,Geelong Cats,Adelaide Crows,6,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,4.5,Tom Hawkins,Geelong Cats,Adelaide Crows,13,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,5.5,Tom Hawkins,Geelong Cats,Adelaide Crows,51,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Tom Stewart,Geelong Cats,Adelaide Crows,4,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Tyson Stengle,Geelong Cats,Adelaide Crows,1.35,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,1.5,Tyson Stengle,Geelong Cats,Adelaide Crows,2.6,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,2.5,Tyson Stengle,Geelong Cats,Adelaide Crows,6.5,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,3.5,Tyson Stengle,Geelong Cats,Adelaide Crows,18,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,4.5,Tyson Stengle,Geelong Cats,Adelaide Crows,41,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Wayne Milera,Adelaide Crows,Geelong Cats,3.5,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Zach Guthrie,Geelong Cats,Adelaide Crows,4.25,NA,Unibet,Player Goals
Adelaide Crows v Geelong Cats,Adelaide Crows,Geelong Cats,2024-03-22,0.5,Zach Tuohy,Geelong Cats,Adelaide Crows,3.25,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Alex Neal-Bullen,Melbourne Demons,Hawthorn Hawks,1.6,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,1.5,Alex Neal-Bullen,Melbourne Demons,Hawthorn Hawks,3.3,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,2.5,Alex Neal-Bullen,Melbourne Demons,Hawthorn Hawks,9.5,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,3.5,Alex Neal-Bullen,Melbourne Demons,Hawthorn Hawks,34,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Bayley Fritsch,Melbourne Demons,Hawthorn Hawks,1.08,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,1.5,Bayley Fritsch,Melbourne Demons,Hawthorn Hawks,1.5,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,2.5,Bayley Fritsch,Melbourne Demons,Hawthorn Hawks,2.5,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,3.5,Bayley Fritsch,Melbourne Demons,Hawthorn Hawks,4.5,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,4.5,Bayley Fritsch,Melbourne Demons,Hawthorn Hawks,12,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,5.5,Bayley Fritsch,Melbourne Demons,Hawthorn Hawks,31,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Ben Brown,Melbourne Demons,Hawthorn Hawks,1.2,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,1.5,Ben Brown,Melbourne Demons,Hawthorn Hawks,1.75,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,2.5,Ben Brown,Melbourne Demons,Hawthorn Hawks,3.5,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,3.5,Ben Brown,Melbourne Demons,Hawthorn Hawks,10,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,4.5,Ben Brown,Melbourne Demons,Hawthorn Hawks,19,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,5.5,Ben Brown,Melbourne Demons,Hawthorn Hawks,41,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Blake Hardwick,Hawthorn Hawks,Melbourne Demons,1.85,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Blake Howes,Melbourne Demons,Hawthorn Hawks,4.25,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Caleb Windsor,Melbourne Demons,Hawthorn Hawks,3.15,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Cam Mackenzie,Hawthorn Hawks,Melbourne Demons,2.5,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,2.5,Cam Mackenzie,Hawthorn Hawks,Melbourne Demons,23,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Christian Petracca,Melbourne Demons,Hawthorn Hawks,1.33,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,1.5,Christian Petracca,Melbourne Demons,Hawthorn Hawks,2.4,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,2.5,Christian Petracca,Melbourne Demons,Hawthorn Hawks,5.75,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,3.5,Christian Petracca,Melbourne Demons,Hawthorn Hawks,16,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,4.5,Christian Petracca,Melbourne Demons,Hawthorn Hawks,46,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Christian Salem,Melbourne Demons,Hawthorn Hawks,3.5,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Clayton Oliver,Melbourne Demons,Hawthorn Hawks,3.5,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Connor MacDonald,NA,NA,2.3,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,1.5,Connor MacDonald,NA,NA,9.5,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,2.5,Connor MacDonald,NA,NA,29,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Conor Nash,Hawthorn Hawks,Melbourne Demons,4,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Dylan Moore,Hawthorn Hawks,Melbourne Demons,1.5,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,1.5,Dylan Moore,Hawthorn Hawks,Melbourne Demons,3.25,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,2.5,Dylan Moore,Hawthorn Hawks,Melbourne Demons,11,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,3.5,Dylan Moore,Hawthorn Hawks,Melbourne Demons,31,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Ed Langdon,Melbourne Demons,Hawthorn Hawks,3.5,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Finn Maginness,Hawthorn Hawks,Melbourne Demons,2.5,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Harrison Petty,Melbourne Demons,Hawthorn Hawks,1.33,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Jack Billings,Melbourne Demons,Hawthorn Hawks,1.85,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,1.5,Jack Billings,Melbourne Demons,Hawthorn Hawks,5.25,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,2.5,Jack Billings,Melbourne Demons,Hawthorn Hawks,15,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,0.5,Jack Ginnivan,Hawthorn Hawks,Melbourne Demons,1.33,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,1.5,Jack Ginnivan,Hawthorn Hawks,Melbourne Demons,2.6,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,2.5,Jack Ginnivan,Hawthorn Hawks,Melbourne Demons,6.5,NA,Unibet,Player Goals
Hawthorn Hawks v Melbourne Demons,Hawthorn Hawks,Melbourne Demons,2024-03-23,3.5,Jack Ginnivan,Hawthorn Hawks,Melbourne Demons,19,NA,Unibet,Player Goals
