match,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,agency,opposition_team,group_by_header,event_id,outcome_name,outcome_id,fixed_market_id
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Adam Cerra,Carlton,4.5,1.17,NA,BetRight,St Kilda Saints,Player Props,61294238,Adam Cerra 5+,1,324890352
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Adam Cerra,Carlton,6.5,1.69,NA,BetRight,St Kilda Saints,Player Props,61294238,Adam Cerra 7+,2,324890354
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Adam Cerra,Carlton,8.5,3.15,NA,BetRight,St Kilda Saints,Player Props,61294238,Adam Cerra 9+,3,324890353
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Adam Cerra,Carlton,10.5,6.5,NA,BetRight,St Kilda Saints,Player Props,61294238,Adam Cerra 11+,4,324890351
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Anthony Caminiti,St Kilda Saints,2.5,1.17,NA,BetRight,Carlton,Player Props,61294200,Anthony Caminiti 3+,1,324890195
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Anthony Caminiti,St Kilda Saints,3.5,1.47,NA,BetRight,Carlton,Player Props,61294200,Anthony Caminiti 4+,2,324890193
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Anthony Caminiti,St Kilda Saints,4.5,1.99,NA,BetRight,Carlton,Player Props,61294200,Anthony Caminiti 5+,3,324890194
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Anthony Caminiti,St Kilda Saints,5.5,3.05,NA,BetRight,Carlton,Player Props,61294200,Anthony Caminiti 6+,4,324890196
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Ben Ainsworth,Carlton,5.5,1.19,NA,BetRight,St Kilda Saints,Player Props,61294236,Ben Ainsworth 6+,1,324890345
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Ben Ainsworth,Carlton,7.5,1.72,NA,BetRight,St Kilda Saints,Player Props,61294236,Ben Ainsworth 8+,2,324890343
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Ben Ainsworth,Carlton,9.5,3.05,NA,BetRight,St Kilda Saints,Player Props,61294236,Ben Ainsworth 10+,3,324890342
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Ben Ainsworth,Carlton,11.5,6,NA,BetRight,St Kilda Saints,Player Props,61294236,Ben Ainsworth 12+,4,324890344
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Billy Wilson,Carlton,5.5,1.2,NA,BetRight,St Kilda Saints,Player Props,61294263,Billy Wilson 6+,1,324890433
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Billy Wilson,Carlton,7.5,1.72,NA,BetRight,St Kilda Saints,Player Props,61294263,Billy Wilson 8+,2,324890435
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Billy Wilson,Carlton,9.5,2.95,NA,BetRight,St Kilda Saints,Player Props,61294263,Billy Wilson 10+,3,324890434
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Billy Wilson,Carlton,11.5,6,NA,BetRight,St Kilda Saints,Player Props,61294263,Billy Wilson 12+,4,324890432
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Blake Acres,Carlton,4.5,1.14,NA,BetRight,St Kilda Saints,Player Props,61294235,Blake Acres 5+,1,324890338
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Blake Acres,Carlton,6.5,1.59,NA,BetRight,St Kilda Saints,Player Props,61294235,Blake Acres 7+,2,324890341
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Blake Acres,Carlton,8.5,2.75,NA,BetRight,St Kilda Saints,Player Props,61294235,Blake Acres 9+,3,324890339
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Blake Acres,Carlton,10.5,5.5,NA,BetRight,St Kilda Saints,Player Props,61294235,Blake Acres 11+,4,324890340
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Bradley Hill,St Kilda Saints,7.5,1.25,NA,BetRight,Carlton,Player Props,61294205,Bradley Hill 8+,3,325025882
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Bradley Hill,St Kilda Saints,9.5,1.74,NA,BetRight,Carlton,Player Props,61294205,Bradley Hill 10+,1,324890214
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Bradley Hill,St Kilda Saints,11.5,2.85,NA,BetRight,Carlton,Player Props,61294205,Bradley Hill 12+,4,325025881
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Bradley Hill,St Kilda Saints,13.5,5.25,NA,BetRight,Carlton,Player Props,61294205,Bradley Hill 14+,5,325025883
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Brodie Kemp,Carlton,4.5,1.16,NA,BetRight,St Kilda Saints,Player Props,61294257,Brodie Kemp 5+,1,324890411
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Brodie Kemp,Carlton,6.5,1.67,NA,BetRight,St Kilda Saints,Player Props,61294257,Brodie Kemp 7+,2,324890410
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Brodie Kemp,Carlton,8.5,3.05,NA,BetRight,St Kilda Saints,Player Props,61294257,Brodie Kemp 9+,3,324890412
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Brodie Kemp,Carlton,10.5,6.75,NA,BetRight,St Kilda Saints,Player Props,61294257,Brodie Kemp 11+,4,324890409
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Callum Wilkie,St Kilda Saints,10.5,1.69,NA,BetRight,Carlton,Player Props,61294231,Callum Wilkie 11+,1,324890324
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Callum Wilkie,St Kilda Saints,13.5,3.55,NA,BetRight,Carlton,Player Props,61294231,Callum Wilkie 14+,2,324890326
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Campbell Lake,St Kilda Saints,1.5,1.17,NA,BetRight,Carlton,Player Props,61294206,Campbell Lake 2+,1,324890216
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Campbell Lake,St Kilda Saints,2.5,1.61,NA,BetRight,Carlton,Player Props,61294206,Campbell Lake 3+,2,324890218
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Campbell Lake,St Kilda Saints,3.5,2.45,NA,BetRight,Carlton,Player Props,61294206,Campbell Lake 4+,3,324890217
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Campbell Lake,St Kilda Saints,4.5,4.25,NA,BetRight,Carlton,Player Props,61294206,Campbell Lake 5+,4,324890215
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Cooper Lord,Carlton,3.5,1.14,NA,BetRight,St Kilda Saints,Player Props,61294258,Cooper Lord 4+,1,324890413
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Cooper Lord,Carlton,5.5,1.77,NA,BetRight,St Kilda Saints,Player Props,61294258,Cooper Lord 6+,2,324890416
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Cooper Lord,Carlton,7.5,3.55,NA,BetRight,St Kilda Saints,Player Props,61294258,Cooper Lord 8+,3,324890414
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Cooper Lord,Carlton,9.5,8,NA,BetRight,St Kilda Saints,Player Props,61294258,Cooper Lord 10+,4,324890415
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Cooper Sharman,St Kilda Saints,3.5,1.17,NA,BetRight,Carlton,Player Props,61294212,Cooper Sharman 4+,1,324890236
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Cooper Sharman,St Kilda Saints,5.5,1.89,NA,BetRight,Carlton,Player Props,61294212,Cooper Sharman 6+,2,324890238
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Cooper Sharman,St Kilda Saints,7.5,3.95,NA,BetRight,Carlton,Player Props,61294212,Cooper Sharman 8+,3,324890237
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Darcy Wilson,St Kilda Saints,5.5,1.54,NA,BetRight,Carlton,Player Props,61294232,Darcy Wilson 6+,1,324890328
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Darcy Wilson,St Kilda Saints,7.5,2.75,NA,BetRight,Carlton,Player Props,61294232,Darcy Wilson 8+,2,324890329
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Darcy Wilson,St Kilda Saints,9.5,6.25,NA,BetRight,Carlton,Player Props,61294232,Darcy Wilson 10+,3,324890327
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Francis Evans,Carlton,2.5,1.2,NA,BetRight,St Kilda Saints,Player Props,61294252,Francis Evans 3+,1,324890392
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Francis Evans,Carlton,3.5,1.52,NA,BetRight,St Kilda Saints,Player Props,61294252,Francis Evans 4+,2,324890391
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Francis Evans,Carlton,4.5,2.1,NA,BetRight,St Kilda Saints,Player Props,61294252,Francis Evans 5+,3,324890393
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Francis Evans,Carlton,5.5,3.25,NA,BetRight,St Kilda Saints,Player Props,61294252,Francis Evans 6+,4,324890390
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,George Hewett,Carlton,4.5,1.67,NA,BetRight,St Kilda Saints,Player Props,61294256,George Hewett 5+,1,324890407
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,George Hewett,Carlton,6.5,3.55,NA,BetRight,St Kilda Saints,Player Props,61294256,George Hewett 7+,2,324890406
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,George Hewett,Carlton,8.5,9,NA,BetRight,St Kilda Saints,Player Props,61294256,George Hewett 9+,3,324890408
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Harry Dean,Carlton,4.5,1.21,NA,BetRight,St Kilda Saints,Player Props,61294250,Harry Dean 5+,1,324890385
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Harry Dean,Carlton,6.5,1.9,NA,BetRight,St Kilda Saints,Player Props,61294250,Harry Dean 7+,2,324890383
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Harry Dean,Carlton,8.5,3.75,NA,BetRight,St Kilda Saints,Player Props,61294250,Harry Dean 9+,3,324890382
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Harry Dean,Carlton,10.5,8,NA,BetRight,St Kilda Saints,Player Props,61294250,Harry Dean 11+,4,324890384
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Harry McKay,Carlton,5.5,1.25,NA,BetRight,St Kilda Saints,Player Props,61294260,Harry McKay 6+,1,324890422
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Harry McKay,Carlton,7.5,1.9,NA,BetRight,St Kilda Saints,Player Props,61294260,Harry McKay 8+,2,324890420
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Harry McKay,Carlton,9.5,3.55,NA,BetRight,St Kilda Saints,Player Props,61294260,Harry McKay 10+,3,324890423
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Harry McKay,Carlton,11.5,7.5,NA,BetRight,St Kilda Saints,Player Props,61294260,Harry McKay 12+,4,324890421
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Hugh Boxshall,St Kilda Saints,1.5,1.12,NA,BetRight,Carlton,Player Props,61294198,Hugh Boxshall 2+,1,324890186
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Hugh Boxshall,St Kilda Saints,2.5,1.45,NA,BetRight,Carlton,Player Props,61294198,Hugh Boxshall 3+,2,324890187
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Hugh Boxshall,St Kilda Saints,3.5,2.1,NA,BetRight,Carlton,Player Props,61294198,Hugh Boxshall 4+,3,324890185
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Hugh Boxshall,St Kilda Saints,4.5,3.45,NA,BetRight,Carlton,Player Props,61294198,Hugh Boxshall 5+,4,324890188
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Hugo Garcia,St Kilda Saints,2.5,1.21,NA,BetRight,Carlton,Player Props,61294202,Hugo Garcia 3+,1,324890201
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Hugo Garcia,St Kilda Saints,3.5,1.56,NA,BetRight,Carlton,Player Props,61294202,Hugo Garcia 4+,2,324890203
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Hugo Garcia,St Kilda Saints,4.5,2.2,NA,BetRight,Carlton,Player Props,61294202,Hugo Garcia 5+,3,324890204
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Hugo Garcia,St Kilda Saints,5.5,3.55,NA,BetRight,Carlton,Player Props,61294202,Hugo Garcia 6+,4,324890202
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Hunter Clark,St Kilda Saints,4.5,1.61,NA,BetRight,Carlton,Player Props,61325565,Hunter Clark 5+,1,325017846
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Hunter Clark,St Kilda Saints,6.5,3.35,NA,BetRight,Carlton,Player Props,61325565,Hunter Clark 7+,2,325017847
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Hunter Clark,St Kilda Saints,8.5,8.5,NA,BetRight,Carlton,Player Props,61325565,Hunter Clark 9+,3,325017848
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Jack Higgins,St Kilda Saints,1.5,1.13,NA,BetRight,Carlton,Player Props,61294204,Jack Higgins 2+,1,324890212
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Jack Higgins,St Kilda Saints,2.5,1.45,NA,BetRight,Carlton,Player Props,61294204,Jack Higgins 3+,2,324890210
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Jack Higgins,St Kilda Saints,3.5,2.1,NA,BetRight,Carlton,Player Props,61294204,Jack Higgins 4+,3,324890209
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Jack Higgins,St Kilda Saints,4.5,3.45,NA,BetRight,Carlton,Player Props,61294204,Jack Higgins 5+,4,324890211
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Jack Silvagni,St Kilda Saints,6.5,1.29,NA,BetRight,Carlton,Player Props,61325566,Jack Silvagni 7+,1,325017850
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Jack Silvagni,St Kilda Saints,8.5,1.97,NA,BetRight,Carlton,Player Props,61325566,Jack Silvagni 9+,2,325017851
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Jack Silvagni,St Kilda Saints,10.5,3.55,NA,BetRight,Carlton,Player Props,61325566,Jack Silvagni 11+,3,325017852
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Jack Silvagni,St Kilda Saints,12.5,7,NA,BetRight,Carlton,Player Props,61325566,Jack Silvagni 13+,4,325017853
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Jagga Smith,Carlton,3.5,1.16,NA,BetRight,St Kilda Saints,Player Props,61294261,Jagga Smith 4+,1,324890426
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Jagga Smith,Carlton,5.5,1.77,NA,BetRight,St Kilda Saints,Player Props,61294261,Jagga Smith 6+,2,324890424
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Jagga Smith,Carlton,7.5,3.55,NA,BetRight,St Kilda Saints,Player Props,61294261,Jagga Smith 8+,3,324890427
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Jagga Smith,Carlton,9.5,8,NA,BetRight,St Kilda Saints,Player Props,61294261,Jagga Smith 10+,4,324890425
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Lachlan Cowan,Carlton,4.5,1.12,NA,BetRight,St Kilda Saints,Player Props,61294240,Lachlan Cowan 5+,5,325023047
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Lachlan Cowan,Carlton,6.5,1.54,NA,BetRight,St Kilda Saints,Player Props,61294240,Lachlan Cowan 7+,6,325023048
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Lachlan Cowan,Carlton,8.5,2.6,NA,BetRight,St Kilda Saints,Player Props,61294240,Lachlan Cowan 9+,7,325023049
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Lachlan Cowan,Carlton,10.5,5.25,NA,BetRight,St Kilda Saints,Player Props,61294240,Lachlan Cowan 11+,8,325023050
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Lewis Young,Carlton,3.5,1.17,NA,BetRight,St Kilda Saints,Player Props,61294264,Lewis Young 4+,1,324890436
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Lewis Young,Carlton,5.5,1.89,NA,BetRight,St Kilda Saints,Player Props,61294264,Lewis Young 6+,2,324890438
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Lewis Young,Carlton,7.5,3.95,NA,BetRight,St Kilda Saints,Player Props,61294264,Lewis Young 8+,3,324890437
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Liam O'Connell,St Kilda Saints,4.5,1.64,NA,BetRight,Carlton,Player Props,61294208,Liam O'Connell 5+,1,324890223
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Liam O'Connell,St Kilda Saints,6.5,3.45,NA,BetRight,Carlton,Player Props,61294208,Liam O'Connell 7+,2,324890224
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Liam O'Connell,St Kilda Saints,8.5,9,NA,BetRight,Carlton,Player Props,61294208,Liam O'Connell 9+,3,324890222
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Liam Ryan,St Kilda Saints,2.5,1.2,NA,BetRight,Carlton,Player Props,61294211,Liam Ryan 3+,1,324890233
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Liam Ryan,St Kilda Saints,3.5,1.54,NA,BetRight,Carlton,Player Props,61294211,Liam Ryan 4+,2,324890235
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Liam Ryan,St Kilda Saints,4.5,2.15,NA,BetRight,Carlton,Player Props,61294211,Liam Ryan 5+,3,324890234
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Liam Ryan,St Kilda Saints,5.5,3.25,NA,BetRight,Carlton,Player Props,61294211,Liam Ryan 6+,4,324890232
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Liam Stocker,St Kilda Saints,5.5,1.16,NA,BetRight,Carlton,Player Props,61294229,Liam Stocker 6+,1,324890317
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Liam Stocker,St Kilda Saints,7.5,1.61,NA,BetRight,Carlton,Player Props,61294229,Liam Stocker 8+,2,324890319
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Liam Stocker,St Kilda Saints,9.5,2.7,NA,BetRight,Carlton,Player Props,61294229,Liam Stocker 10+,3,324890318
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Liam Stocker,St Kilda Saints,11.5,5.25,NA,BetRight,Carlton,Player Props,61294229,Liam Stocker 12+,4,324890316
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Marcus Windhager,St Kilda Saints,4.5,1.19,NA,BetRight,Carlton,Player Props,61294233,Marcus Windhager 5+,1,324890333
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Marcus Windhager,St Kilda Saints,6.5,1.77,NA,BetRight,Carlton,Player Props,61294233,Marcus Windhager 7+,2,324890330
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Marcus Windhager,St Kilda Saints,8.5,3.35,NA,BetRight,Carlton,Player Props,61294233,Marcus Windhager 9+,3,324890332
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Marcus Windhager,St Kilda Saints,10.5,7,NA,BetRight,Carlton,Player Props,61294233,Marcus Windhager 11+,4,324890331
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Mason Wood,St Kilda Saints,6.5,1.29,NA,BetRight,Carlton,Player Props,61294234,Mason Wood 7+,1,324890336
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Mason Wood,St Kilda Saints,8.5,1.94,NA,BetRight,Carlton,Player Props,61294234,Mason Wood 9+,2,324890335
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Mason Wood,St Kilda Saints,10.5,3.35,NA,BetRight,Carlton,Player Props,61294234,Mason Wood 11+,3,324890337
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Mason Wood,St Kilda Saints,12.5,6.75,NA,BetRight,Carlton,Player Props,61294234,Mason Wood 13+,4,324890334
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Mattaes Phillipou,St Kilda Saints,3.5,1.12,NA,BetRight,Carlton,Player Props,61294210,Mattaes Phillipou 4+,4,325017849
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Mattaes Phillipou,St Kilda Saints,5.5,1.64,NA,BetRight,Carlton,Player Props,61294210,Mattaes Phillipou 6+,1,324890230
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Mattaes Phillipou,St Kilda Saints,7.5,3.15,NA,BetRight,Carlton,Player Props,61294210,Mattaes Phillipou 8+,2,324890229
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Mattaes Phillipou,St Kilda Saints,9.5,7,NA,BetRight,Carlton,Player Props,61294210,Mattaes Phillipou 10+,3,324890231
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Matthew Cottrell,Carlton,4.5,1.52,NA,BetRight,St Kilda Saints,Player Props,61294239,Matthew Cottrell 5+,1,324890355
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Matthew Cottrell,Carlton,6.5,2.85,NA,BetRight,St Kilda Saints,Player Props,61294239,Matthew Cottrell 7+,2,324890357
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Matthew Cottrell,Carlton,8.5,6.75,NA,BetRight,St Kilda Saints,Player Props,61294239,Matthew Cottrell 9+,3,324890356
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Max Hall,St Kilda Saints,3.5,1.12,NA,BetRight,Carlton,Player Props,61294203,Max Hall 4+,1,324890205
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Max Hall,St Kilda Saints,5.5,1.69,NA,BetRight,Carlton,Player Props,61294203,Max Hall 6+,2,324890207
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Max Hall,St Kilda Saints,7.5,3.25,NA,BetRight,Carlton,Player Props,61294203,Max Hall 8+,3,324890206
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Max Hall,St Kilda Saints,9.5,7.5,NA,BetRight,Carlton,Player Props,61294203,Max Hall 10+,4,324890208
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Mitch McGovern,Carlton,4.5,1.23,NA,BetRight,St Kilda Saints,Player Props,61294259,Mitch McGovern 5+,4,325023364
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Mitch McGovern,Carlton,6.5,1.95,NA,BetRight,St Kilda Saints,Player Props,61294259,Mitch McGovern 7+,5,325023362
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Mitch McGovern,Carlton,8.5,3.95,NA,BetRight,St Kilda Saints,Player Props,61294259,Mitch McGovern 9+,6,325023365
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Mitch McGovern,Carlton,10.5,8.5,NA,BetRight,St Kilda Saints,Player Props,61294259,Mitch McGovern 11+,7,325023363
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Mitchito Owens,St Kilda Saints,2.5,1.19,NA,BetRight,Carlton,Player Props,61294209,Mitchito Owens 3+,1,324890227
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Mitchito Owens,St Kilda Saints,3.5,1.49,NA,BetRight,Carlton,Player Props,61294209,Mitchito Owens 4+,2,324890225
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Mitchito Owens,St Kilda Saints,4.5,2.1,NA,BetRight,Carlton,Player Props,61294209,Mitchito Owens 5+,3,324890226
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Mitchito Owens,St Kilda Saints,5.5,3.25,NA,BetRight,Carlton,Player Props,61294209,Mitchito Owens 6+,4,324890228
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Nasiah Wanganeen-Milera,St Kilda Saints,3.5,1.17,NA,BetRight,Carlton,Player Props,61294230,Nasiah Wanganeen-Milera 4+,1,324890322
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Nasiah Wanganeen-Milera,St Kilda Saints,5.5,1.81,NA,BetRight,Carlton,Player Props,61294230,Nasiah Wanganeen-Milera 6+,2,324890320
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Nasiah Wanganeen-Milera,St Kilda Saints,7.5,3.75,NA,BetRight,Carlton,Player Props,61294230,Nasiah Wanganeen-Milera 8+,3,324890323
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Nasiah Wanganeen-Milera,St Kilda Saints,9.5,8.5,NA,BetRight,Carlton,Player Props,61294230,Nasiah Wanganeen-Milera 10+,4,324890321
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Nick Haynes,Carlton,6.5,1.17,NA,BetRight,St Kilda Saints,Player Props,61294254,Nick Haynes 7+,1,324890401
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Nick Haynes,Carlton,8.5,1.61,NA,BetRight,St Kilda Saints,Player Props,61294254,Nick Haynes 9+,2,324890400
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Nick Haynes,Carlton,10.5,2.6,NA,BetRight,St Kilda Saints,Player Props,61294254,Nick Haynes 11+,3,324890398
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Nick Haynes,Carlton,12.5,4.9,NA,BetRight,St Kilda Saints,Player Props,61294254,Nick Haynes 13+,4,324890399
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Oliver Florent,Carlton,3.5,1.17,NA,BetRight,St Kilda Saints,Player Props,61294253,Oliver Florent 4+,1,324890394
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Oliver Florent,Carlton,5.5,1.82,NA,BetRight,St Kilda Saints,Player Props,61294253,Oliver Florent 6+,2,324890397
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Oliver Florent,Carlton,7.5,3.55,NA,BetRight,St Kilda Saints,Player Props,61294253,Oliver Florent 8+,3,324890395
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Oliver Florent,Carlton,9.5,8,NA,BetRight,St Kilda Saints,Player Props,61294253,Oliver Florent 10+,4,324890396
St Kilda Saints v Carlton,St Kilda Saints,Carlton,Player Marks,Patrick Cripps,Carlton,2.5,1.17,NA,BetRight,St Kilda Saints,Player Props,61294241,Patrick Cripps 3+,1,324890379
